Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
CORE 0 TOTAL,67542155446,8210103801,2748233711,5461870090,4143416,3548264,12.16,4.07,8.09
serial_driver,67542155446,34164,2786,31378,2,2,0.0,0.0,0.0
serial_virt_tx,67542155446,13420,3870,9550,2,2,0.0,0.0,0.0
ethernet_driver,67542155446,2847883871,937970258,1909913613,1162007,1149895,4.22,1.39,2.83
net_virt_tx,67542155446,1118936458,418831962,700104496,418303,418303,1.66,0.62,1.04
net_virt_rx,67542155446,1712065466,783357149,928708317,1073335,776342,2.53,1.16,1.38
client0,67542155446,1055066381,149274228,905792153,239423,239252,1.56,0.22,1.34
client0_net_copier,67542155446,1442537726,449666612,992871114,802687,517934,2.14,0.67,1.47
client1,67542155446,8844298,2100843,6743455,2600,2600,0.01,0.0,0.01
client1_net_copier,67542155446,404740,108033,296707,104,70,0.0,0.0,0.0
timer_driver,67542155446,24317277,6917970,17399307,7545,6482,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43915072899,9534041954,3088965803,6445076151,4640894,3947418,21.71,7.03,14.68
serial_driver,43915072899,34877,2978,31899,2,2,0.0,0.0,0.0
serial_virt_tx,43915072899,13687,3952,9735,2,2,0.0,0.0,0.0
ethernet_driver,43915072899,3115670196,1008617683,2107052513,1270443,1213804,7.09,2.3,4.8
net_virt_tx,43915072899,1303978781,468178753,835800028,466134,466090,2.97,1.07,1.9
net_virt_rx,43915072899,1988410571,895405349,1093005222,1232950,916488,4.53,2.04,2.49
client0,43915072899,1357219253,185483489,1171735764,298449,298255,3.09,0.42,2.67
client0_net_copier,43915072899,1743998428,524272409,1219726019,917085,606605,3.97,1.19,2.78
client1,43915072899,6442077,1499199,4942878,1713,1713,0.01,0.0,0.01
client1_net_copier,43915072899,275409,79993,195416,73,50,0.0,0.0,0.0
timer_driver,43915072899,17998675,5421998,12576677,5135,4267,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32227742646,11139842224,3365538926,7774303298,4984565,4104490,34.57,10.44,24.12
serial_driver,32227742646,34675,3075,31600,2,2,0.0,0.0,0.0
serial_virt_tx,32227742646,13776,4319,9457,2,2,0.0,0.0,0.0
ethernet_driver,32227742646,3465139340,1039640358,2425498982,1318156,1215581,10.75,3.23,7.53
net_virt_tx,32227742646,1392029823,462544737,929485086,454577,454570,4.32,1.44,2.88
net_virt_rx,32227742646,2373412815,1047277899,1326134916,1454026,1059526,7.36,3.25,4.11
client0,32227742646,1739216466,208340221,1530876245,330582,330417,5.4,0.65,4.75
client0_net_copier,32227742646,2150800039,602571364,1548228675,1063586,692815,6.67,1.87,4.8
client1,32227742646,4650324,906843,3743481,1272,1269,0.01,0.0,0.01
client1_net_copier,32227742646,236650,69684,166966,59,40,0.0,0.0,0.0
timer_driver,32227742646,14308316,4180426,10127890,4288,3295,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28291157075,11455279171,3084836180,8370442991,4550683,3647039,40.49,10.9,29.59
serial_driver,28291157075,34446,4033,30413,3,3,0.0,0.0,0.0
serial_virt_tx,28291157075,13379,4024,9355,2,2,0.0,0.0,0.0
ethernet_driver,28291157075,3605288199,954580528,2650707671,1242898,1100006,12.74,3.37,9.37
net_virt_tx,28291157075,1292456612,387208666,905247946,374953,374068,4.57,1.37,3.2
net_virt_rx,28291157075,2352612238,1010145723,1342466515,1402418,1008452,8.32,3.57,4.75
client0,28291157075,1952852363,182856932,1769995431,288179,288025,6.9,0.65,6.26
client0_net_copier,28291157075,2235662424,545502123,1690160301,980129,623738,7.9,1.93,5.97
client1,28291157075,4201229,908738,3292491,1129,1126,0.01,0.0,0.01
client1_net_copier,28291157075,230984,67442,163542,60,41,0.0,0.0,0.0
timer_driver,28291157075,11927297,3557971,8369326,3500,2811,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26288971290,11704373094,2768381749,8935991345,4085014,3126795,44.52,10.53,33.99
serial_driver,26288971290,34545,2974,31571,2,2,0.0,0.0,0.0
serial_virt_tx,26288971290,13034,3683,9351,2,2,0.0,0.0,0.0
ethernet_driver,26288971290,3711711821,860585688,2851126133,1136748,983960,14.12,3.27,10.85
net_virt_tx,26288971290,1154307196,283748765,870558431,273179,270049,4.39,1.08,3.31
net_virt_rx,26288971290,2316417138,969909099,1346508039,1358035,939149,8.81,3.69,5.12
client0,26288971290,2136829400,153863449,1982965951,238940,238748,8.13,0.59,7.54
client0_net_copier,26288971290,2369411100,496070278,1873340822,931269,559482,9.01,1.89,7.13
client1,26288971290,3869210,738369,3130841,1016,1013,0.01,0.0,0.01
client1_net_copier,26288971290,217245,68259,148986,67,46,0.0,0.0,0.0
timer_driver,26288971290,11562405,3391185,8171220,3450,2659,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25083723145,11723877978,2242243385,9481634593,3317372,2435931,46.74,8.94,37.8
serial_driver,25083723145,35863,3381,32482,2,2,0.0,0.0,0.0
serial_virt_tx,25083723145,14110,4442,9668,2,2,0.0,0.0,0.0
ethernet_driver,25083723145,3908127324,780686591,3127440733,1068422,884776,15.58,3.11,12.47
net_virt_tx,25083723145,1106372002,220878700,885493302,213656,212878,4.41,0.88,3.53
net_virt_rx,25083723145,2019449100,756165813,1263283287,1068289,705987,8.05,3.01,5.04
client0,25083723145,2297531237,101664793,2195866444,151261,150133,9.16,0.41,8.75
client0_net_copier,25083723145,2376668227,378601719,1998066508,739772,415308,9.47,1.51,7.97
client1,25083723145,3819280,685645,3133635,967,954,0.02,0.0,0.01
client1_net_copier,25083723145,442466,154245,288221,182,130,0.0,0.0,0.0
timer_driver,25083723145,11418369,3398056,8020313,3382,2534,0.05,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24287184341,12292018789,1954840745,10337178044,2901380,2107341,50.61,8.05,42.56
serial_driver,24287184341,34173,4132,30041,3,3,0.0,0.0,0.0
serial_virt_tx,24287184341,13305,3677,9628,2,2,0.0,0.0,0.0
ethernet_driver,24287184341,4113088576,695660946,3417427630,935786,790225,16.94,2.86,14.07
net_virt_tx,24287184341,1151333966,175714242,975619724,175833,163054,4.74,0.72,4.02
net_virt_rx,24287184341,1878449969,657880465,1220569504,939750,602304,7.73,2.71,5.03
client0,24287184341,2559849214,74662076,2485187138,107697,106240,10.54,0.31,10.23
client0_net_copier,24287184341,2572818790,346199855,2226618935,673953,377984,10.59,1.43,9.17
client1,24287184341,3631386,880576,2750810,879,879,0.01,0.0,0.01
client1_net_copier,24287184341,158816,49524,109292,46,33,0.0,0.0,0.0
timer_driver,24287184341,12640594,3785252,8855342,3287,2485,0.05,0.02,0.04

TEST 10: 700Mb/s
CORE 0 TOTAL,23812160581,12860406131,1704193705,11156212426,2572986,1815424,54.01,7.16,46.85
serial_driver,23812160581,32485,2943,29542,2,2,0.0,0.0,0.0
serial_virt_tx,23812160581,13349,3975,9374,2,2,0.0,0.0,0.0
ethernet_driver,23812160581,4199725399,618676849,3581048550,833531,695508,17.64,2.6,15.04
net_virt_tx,23812160581,1171309343,128177795,1043131548,123078,116043,4.92,0.54,4.38
net_virt_rx,23812160581,1807041970,551959316,1255082654,819776,496745,7.59,2.32,5.27
client0,23812160581,2811275517,37918725,2773356792,55136,55035,11.81,0.16,11.65
client0_net_copier,23812160581,2853277724,362227548,2491050176,673164,384601,11.98,1.52,10.46
client1,23812160581,3953355,987858,2965497,899,899,0.02,0.0,0.01
client1_net_copier,23812160581,491523,169603,321920,185,130,0.0,0.0,0.0
timer_driver,23812160581,13285466,4069093,9216373,3127,2386,0.06,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23391321584,13453049451,1487829970,11965219481,2182052,1592245,57.51,6.36,51.15
serial_driver,23391321584,35807,3397,32410,2,2,0.0,0.0,0.0
serial_virt_tx,23391321584,13000,3516,9484,2,2,0.0,0.0,0.0
ethernet_driver,23391321584,4346350476,517163573,3829186903,719386,571618,18.58,2.21,16.37
net_virt_tx,23391321584,1300921910,149637976,1151283934,137771,137527,5.56,0.64,4.92
net_virt_rx,23391321584,1729496451,491166433,1238330018,699654,459768,7.39,2.1,5.29
client0,23391321584,3147516598,39258471,3108258127,56800,56714,13.46,0.17,13.29
client0_net_copier,23391321584,2911281755,285496225,2625785530,499284,298203,12.45,1.22,11.23
client1,23391321584,3971787,1008892,2962895,885,885,0.02,0.0,0.01
client1_net_copier,23391321584,494073,179366,314707,194,140,0.0,0.0,0.0
timer_driver,23391321584,12967594,3912121,9055473,2987,2311,0.06,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23065623306,14006058026,1211924426,12794133600,1732469,1313832,60.72,5.25,55.47
serial_driver,23065623306,36273,3863,32410,3,3,0.0,0.0,0.0
serial_virt_tx,23065623306,13205,4181,9024,2,2,0.0,0.0,0.0
ethernet_driver,23065623306,4458708300,413007085,4045701215,611220,444711,19.33,1.79,17.54
net_virt_tx,23065623306,1467519810,169702422,1297817388,159473,154229,6.36,0.74,5.63
net_virt_rx,23065623306,1633108505,391171374,1241937131,529057,389653,7.08,1.7,5.38
client0,23065623306,3481175708,40497614,3440678094,58178,58097,15.09,0.18,14.92
client0_net_copier,23065623306,2948347562,192487356,2755860206,305113,198437,12.78,0.83,11.95
client1,23065623306,3960714,1028589,2932125,874,873,0.02,0.0,0.01
client1_net_copier,23065623306,434669,150970,283699,154,110,0.0,0.0,0.0
timer_driver,23065623306,12753280,3870972,8882308,2910,2244,0.06,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22875019571,14359673576,1077070433,13282603143,1526862,1169472,62.77,4.71,58.07
serial_driver,22875019571,35866,3309,32557,2,2,0.0,0.0,0.0
serial_virt_tx,22875019571,12776,3531,9245,2,2,0.0,0.0,0.0
ethernet_driver,22875019571,4512786793,355425149,4157361644,540448,375583,19.73,1.55,18.17
net_virt_tx,22875019571,1527936735,172491564,1355445171,162577,156352,6.68,0.75,5.93
net_virt_rx,22875019571,1590660671,347214259,1243446412,460011,354590,6.95,1.52,5.44
client0,22875019571,3679139965,41062883,3638077082,59268,59079,16.08,0.18,15.9
client0_net_copier,22875019571,3032598855,156223117,2876375738,234666,154860,13.26,0.68,12.57
client1,22875019571,3563042,835931,2727111,823,823,0.02,0.0,0.01
client1_net_copier,22875019571,176813,56403,120410,39,26,0.0,0.0,0.0
timer_driver,22875019571,12762060,3754287,9007773,3234,2385,0.06,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
57675782,41269914,3027886,5934948,173982749834,14255385,
60541278,43151307,3165685,6241907,94221292657,14706711,
65481225,48193097,3433238,6842669,38939801827,17087283,
76152144,57423003,3936946,8040123,25694622784,20589210,
81463293,67007645,4089346,9016741,16776224807,23908463,
72092351,66607159,3546144,8636249,14251696560,23964824,
60992729,64438126,2940024,8009782,8863269737,23294914,
45345337,60354366,2225872,7269907,12728039133,21716428,
36817718,59427987,1941026,7222920,12191703154,20737779,
28941924,59690544,1665236,7262031,11879223068,20127470,
26956996,60477396,1472717,7596352,11608899985,20863559,
23310295,60903451,1254588,7836640,11427174996,20195285,
21127600,62248233,1150735,7992345,11295943951,19770743,
