Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
net_virt_rx,32226919034,2393005209,1063889758,1329115451,1471286,1079488,7.43,3.3,4.12
client0,32226919034,1769558135,221507068,1548051067,350412,350225,5.49,0.69,4.8
client0_net_copier,32226919034,2169199722,604715276,1564484446,1072748,696767,6.73,1.88,4.85
client1,32226919034,4651700,892508,3759192,1296,1290,0.01,0.0,0.01
client1_net_copier,32226919034,226288,66734,159554,62,42,0.0,0.0,0.0
timer_driver,32226919034,14337943,4225343,10112600,4312,3306,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28293480432,11684765221,3192869023,8491896198,4680086,3802378,41.3,11.28,30.01
serial_driver,28293480432,32667,2983,29684,2,2,0.0,0.0,0.0
serial_virt_tx,28293480432,13213,3864,9349,2,2,0.0,0.0,0.0
ethernet_driver,28293480432,3630953251,984469221,2646484030,1258391,1133948,12.83,3.48,9.35
net_virt_tx,28293480432,1363133388,415398855,947734533,404513,402873,4.82,1.47,3.35
net_virt_rx,28293480432,2378410479,1026556178,1351854301,1413282,1032490,8.41,3.63,4.78
client0,28293480432,2012698544,198180344,1814518200,313788,313632,7.11,0.7,6.41
client0_net_copier,28293480432,2282415836,563556172,1718859664,1003888,644056,8.07,1.99,6.08
client1,28293480432,4371224,892001,3479223,1152,1150,0.02,0.0,0.01
client1_net_copier,28293480432,425976,129383,296593,127,86,0.0,0.0,0.0
timer_driver,28293480432,12310643,3680022,8630621,3667,2894,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26288029030,12113806648,2960403412,9153403236,4271288,3330360,46.08,11.26,34.82
serial_driver,26288029030,32642,2901,29741,2,2,0.0,0.0,0.0
serial_virt_tx,26288029030,12995,3662,9333,2,2,0.0,0.0,0.0
ethernet_driver,26288029030,3727751138,877302847,2850448291,1139042,987954,14.18,3.34,10.84
net_virt_tx,26288029030,1217503888,321594745,895909143,309957,309655,4.63,1.22,3.41
net_virt_rx,26288029030,2478022166,1069524458,1408497708,1461705,1054099,9.43,4.07,5.36
client0,26288029030,2254219063,193801403,2060417660,301104,300446,8.58,0.74,7.84
client0_net_copier,26288029030,2419827456,493718421,1926109035,929025,558103,9.21,1.88,7.33
client1,26288029030,4105207,773194,3332013,1080,1064,0.02,0.0,0.01
client1_net_copier,26288029030,437589,136003,301586,132,89,0.0,0.0,0.0
timer_driver,26288029030,11894504,3545778,8348726,3542,2710,0.05,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25084742484,11989378063,2342851618,9646526445,3416178,2543842,47.8,9.34,38.46
serial_driver,25084742484,32121,2965,29156,2,2,0.0,0.0,0.0
serial_virt_tx,25084742484,12767,3504,9263,2,2,0.0,0.0,0.0
ethernet_driver,25084742484,3955164162,805987240,3149176922,1068781,901188,15.77,3.21,12.55
net_virt_tx,25084742484,1045680760,179459683,866221077,173882,173878,4.17,0.72,3.45
net_virt_rx,25084742484,2154857174,846284103,1308573071,1166223,793848,8.59,3.37,5.22
client0,25084742484,2375829289,139544221,2236285068,203002,200546,9.47,0.56,8.91
client0_net_copier,25084742484,2442592672,367423279,2075169393,736506,407431,9.74,1.46,8.27
client1,25084742484,3693117,696545,2996572,978,976,0.01,0.0,0.01
client1_net_copier,25084742484,312251,107739,204512,126,86,0.0,0.0,0.0
timer_driver,25084742484,11203750,3342339,7861411,3291,2515,0.04,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24285154742,12331758600,1958419709,10373338891,2913676,2110758,50.78,8.06,42.71
serial_driver,24285154742,34611,5036,29575,2,2,0.0,0.0,0.0
serial_virt_tx,24285154742,13256,3910,9346,2,2,0.0,0.0,0.0
ethernet_driver,24285154742,4116488700,700322088,3416166612,942460,794649,16.95,2.88,14.07
net_virt_tx,24285154742,1149828994,173856768,975972226,174665,161673,4.73,0.72,4.02
net_virt_rx,24285154742,1880899370,656227299,1224672071,940001,599374,7.75,2.7,5.04
client0,24285154742,2554533467,73312696,2481220771,105649,104892,10.52,0.3,10.22
client0_net_copier,24285154742,2615609152,350762397,2264846755,682622,382663,10.77,1.44,9.33
client1,24285154742,3356658,655159,2701499,879,879,0.01,0.0,0.01
client1_net_copier,24285154742,108029,34309,73720,35,25,0.0,0.0,0.0
timer_driver,24285154742,10886363,3240047,7646316,3172,2423,0.04,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23812059997,12876679225,1689709771,11186969454,2551220,1810205,54.08,7.1,46.98
serial_driver,23812059997,36305,4282,32023,3,3,0.0,0.0,0.0
serial_virt_tx,23812059997,13404,3922,9482,2,2,0.0,0.0,0.0
ethernet_driver,23812059997,4215450616,622707720,3592742896,839659,707074,17.7,2.62,15.09
net_virt_tx,23812059997,1176881069,132243198,1044637871,132115,117187,4.94,0.56,4.39
net_virt_rx,23812059997,1783209131,536406814,1246802317,794490,486282,7.49,2.25,5.24
client0,23812059997,2816773486,38068382,2778705104,55306,55192,11.83,0.16,11.67
client0_net_copier,23812059997,2867275922,355454838,2511821084,661492,377170,12.04,1.49,10.55
client1,23812059997,3999009,899989,3099020,917,917,0.02,0.0,0.01
client1_net_copier,23812059997,623867,220192,403675,244,174,0.0,0.0,0.0
timer_driver,23812059997,12416416,3700434,8715982,3186,2411,0.05,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23395668465,13518622037,1496595418,12022026619,2197139,1604003,57.78,6.4,51.39
serial_driver,23395668465,35005,5417,29588,2,2,0.0,0.0,0.0
serial_virt_tx,23395668465,13478,4204,9274,2,2,0.0,0.0,0.0
ethernet_driver,23395668465,4347161127,522311229,3824849898,729933,579231,18.58,2.23,16.35
net_virt_tx,23395668465,1297507087,150140373,1147366714,138286,138003,5.55,0.64,4.9
net_virt_rx,23395668465,1738593712,492057518,1246536194,701966,461618,7.43,2.1,5.33
client0,23395668465,3147109681,39510021,3107599660,56865,56828,13.45,0.17,13.28
client0_net_copier,23395668465,2971002634,287461929,2683540705,501117,300012,12.7,1.23,11.47
client1,23395668465,3929842,1038985,2890857,866,866,0.02,0.0,0.01
client1_net_copier,23395668465,396907,131073,265834,125,93,0.0,0.0,0.0
timer_driver,23395668465,12872564,3934669,8937895,2859,2243,0.06,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23067174992,14085790304,1211406635,12874383669,1739528,1314052,61.06,5.25,55.81
serial_driver,23067174992,36289,4253,32036,3,3,0.0,0.0,0.0
serial_virt_tx,23067174992,13555,4436,9119,2,2,0.0,0.0,0.0
ethernet_driver,23067174992,4455049260,413623111,4041426149,614949,446263,19.31,1.79,17.52
net_virt_tx,23067174992,1468483680,169591448,1298892232,160007,154437,6.37,0.74,5.63
net_virt_rx,23067174992,1633222007,388190770,1245031237,527990,386785,7.08,1.68,5.4
client0,23067174992,3477486122,40453242,3437032880,58163,58026,15.08,0.18,14.9
client0_net_copier,23067174992,3034592827,194617721,2839975106,309178,200137,13.16,0.84,12.31
client1,23067174992,3745003,912878,2832125,839,839,0.02,0.0,0.01
client1_net_copier,23067174992,305363,95788,209575,83,61,0.0,0.0,0.0
timer_driver,23067174992,12856198,3912988,8943210,3073,2272,0.06,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22879673335,14466969019,1091250865,13375718154,1546419,1185844,63.23,4.77,58.46
serial_driver,22879673335,35260,5128,30132,2,2,0.0,0.0,0.0
serial_virt_tx,22879673335,13329,3902,9427,2,2,0.0,0.0,0.0
ethernet_driver,22879673335,4517770939,360052467,4157718472,547015,381976,19.75,1.57,18.17
net_virt_tx,22879673335,1535901346,174974670,1360926676,164131,158258,6.71,0.76,5.95
net_virt_rx,22879673335,1599198024,351444370,1247753654,466328,359081,6.99,1.54,5.45
client0,22879673335,3681625725,41751592,3639874133,60316,60073,16.09,0.18,15.91
client0_net_copier,22879673335,3116009445,158445447,2957563998,238411,157121,13.62,0.69,12.93
client1,22879673335,3512126,796953,2715173,827,827,0.02,0.0,0.01
client1_net_copier,22879673335,145782,44258,101524,33,22,0.0,0.0,0.0
timer_driver,22879673335,12757043,3732078,9024965,3270,2422,0.06,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
56484253,40612907,2972623,5829349,178509992631,14118178,
59645735,42494547,3107661,6181957,94200899059,14389864,
71667836,51383300,3785557,7438860,38673462319,17350131,
72428911,55214758,3728825,7659901,21696921207,19896636,
83032371,67761539,4201568,9128690,16722104145,24074010,
76099849,68873221,3803553,8990873,9790789411,24283403,
67966088,67445701,3192683,8322995,8614107545,24165767,
49415101,62536582,2350368,7469154,12552945164,22363674,
36511905,59920363,1939948,7232217,12161614897,20686884,
28551047,59862572,1661821,7305069,11865872089,20001046,
27038447,61292783,1483616,7655182,11566096895,20631818,
23394020,61625325,1264805,7888216,11372202885,20113286,
21386569,62954638,1160923,8089995,11224864095,19860956,
