Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
59347621,51710894,3072338,7141670,39261046258,13969736,
68972485,61372263,3526553,8329294,21698097740,17171643,
64090957,66371778,3300722,8593792,13251231390,19439757,
67996275,73322845,3478635,9535524,14396115846,20977551,
47652387,64979032,2614882,8264203,9291555192,20268120,
41289587,64403814,2212573,8052096,12833730833,20183061,
31145382,60541541,1780429,7588911,12423379529,18784228,
25209602,60777670,1525835,7533914,12059442718,18451984,
23044552,61325674,1333063,7928645,11790520334,18940022,
20160289,61694696,1109204,8112261,11563482404,18787347,
18648776,64525070,1043857,8485175,11340057223,18643540,
