Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
TEST 10: 700Mb/s
CORE 0 TOTAL,23817572387,12861025222,1700980403,11160044819,2569169,1816579,54.0,7.14,46.86
serial_driver,23817572387,32888,2979,29909,2,2,0.0,0.0,0.0
serial_virt_tx,23817572387,12919,3646,9273,2,2,0.0,0.0,0.0
ethernet_driver,23817572387,4209453252,621298140,3588155112,837537,701816,17.67,2.61,15.07
net_virt_tx,23817572387,1174901202,128949969,1045951233,124236,115148,4.93,0.54,4.39
net_virt_rx,23817572387,1793127212,546819810,1246307402,812095,493849,7.53,2.3,5.23
client0,23817572387,2811156611,38303554,2772853057,55652,55542,11.8,0.16,11.64
client0_net_copier,23817572387,2855317824,360600017,2494717807,671492,382844,11.99,1.51,10.47
client1,23817572387,3620460,946945,2673515,863,863,0.02,0.0,0.01
client1_net_copier,23817572387,110663,34265,76398,29,21,0.0,0.0,0.0
timer_driver,23817572387,13292191,4021078,9271113,3169,2413,0.06,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23391568213,13466011149,1485705542,11980305607,2177502,1593129,57.57,6.35,51.22
serial_driver,23391568213,33014,3276,29738,2,2,0.0,0.0,0.0
serial_virt_tx,23391568213,12938,3612,9326,2,2,0.0,0.0,0.0
ethernet_driver,23391568213,4348883391,516351100,3832532291,720550,572175,18.59,2.21,16.38
net_virt_tx,23391568213,1297425774,150269871,1147155903,138258,138020,5.55,0.64,4.9
net_virt_rx,23391568213,1728516949,491330572,1237186377,699069,461495,7.39,2.1,5.29
client0,23391568213,3143631815,39367108,3104264707,56824,56766,13.44,0.17,13.27
client0_net_copier,23391568213,2930779033,283390125,2647388908,493782,296303,12.53,1.21,11.32
client1,23391568213,3699398,1012599,2686799,854,854,0.02,0.0,0.01
client1_net_copier,23391568213,144666,51044,93622,46,34,0.0,0.0,0.0
timer_driver,23391568213,12884171,3926235,8957936,2913,2289,0.06,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23058213146,14030309155,1205665436,12824643719,1731762,1309325,60.85,5.23,55.62
serial_driver,23058213146,36094,3025,33069,2,2,0.0,0.0,0.0
serial_virt_tx,23058213146,13564,3908,9656,2,2,0.0,0.0,0.0
ethernet_driver,23058213146,4459027297,411368484,4047658813,613224,444247,19.34,1.78,17.55
net_virt_tx,23058213146,1467527631,169892842,1297634789,159955,154362,6.36,0.74,5.63
net_virt_rx,23058213146,1627447319,386649121,1240798198,525392,385832,7.06,1.68,5.38
client0,23058213146,3477681233,40606465,3437074768,58188,58120,15.08,0.18,14.91
client0_net_copier,23058213146,2981978238,192207414,2789770824,305829,198268,12.93,0.83,12.1
client1,23058213146,3672465,989817,2682648,831,831,0.02,0.0,0.01
client1_net_copier,23058213146,159859,54241,105618,40,28,0.0,0.0,0.0
timer_driver,23058213146,12765455,3890119,8875336,2860,2206,0.06,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22982591159,14462586382,1112921912,13349664470,1581373,1215904,62.93,4.84,58.09
serial_driver,22982591159,33265,2878,30387,2,2,0.0,0.0,0.0
serial_virt_tx,22982591159,12824,3532,9292,2,2,0.0,0.0,0.0
ethernet_driver,22982591159,4535366442,364785036,4170581406,553922,388132,19.73,1.59,18.15
net_virt_tx,22982591159,1543364993,178820240,1364544753,167712,161525,6.72,0.78,5.94
net_virt_rx,22982591159,1612857900,358320553,1254537347,476138,367034,7.02,1.56,5.46
client0,22982591159,3690581810,43917769,3646664041,63775,63607,16.06,0.19,15.87
client0_net_copier,22982591159,3063812479,162430180,2901382299,245769,162564,13.33,0.71,12.62
client1,22982591159,3514629,799041,2715588,824,824,0.02,0.0,0.01
client1_net_copier,22982591159,129057,39436,89621,30,20,0.0,0.0,0.0
timer_driver,22982591159,12912983,3803247,9109736,3272,2406,0.06,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
60766421,43223262,3219141,6269700,173719881497,14611056,
62191266,44193178,3300755,6404837,93951425328,14878265,
69844879,50329092,3667970,7290398,38787529391,16896060,
78800145,58654389,4048578,8299115,25579357647,21018050,
78811486,65496227,4003096,8846614,16897487720,23365297,
68478327,64777203,3420480,8340610,14409959454,23229381,
60191872,64110839,2921086,7982231,8886114899,23349752,
47231182,61521470,2289172,7383476,12652842802,22106361,
36331802,58845458,1900052,7155463,12230055480,20590914,
28795925,59660796,1664612,7266720,11881898904,20041930,
26970427,60591068,1475643,7588721,11599297922,20503063,
23296322,61100981,1258728,7855501,11404474765,20097594,
22041983,63132460,1205918,8127780,11301229585,20000746,
