Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
serial_virt_tx,67540796359,11026,3150,7876,2,2,0.0,0.0,0.0
ethernet_driver,67540796359,2884968761,1000157585,1884811176,1256234,1247835,4.27,1.48,2.79
net_virt_tx,67540796359,1171365516,484968076,686397440,486888,486888,1.73,0.72,1.02
net_virt_rx,67540796359,1673274999,810783140,862491859,1099943,825088,2.48,1.2,1.28
client0,67540796359,1138054628,172722631,965331997,276882,276702,1.68,0.26,1.43
client0_net_copier,67540796359,1486207178,472153496,1014053682,819343,545047,2.2,0.7,1.5
client1,67540796359,8146441,2115701,6030740,2582,2582,0.01,0.0,0.01
client1_net_copier,67540796359,274511,78770,195741,76,51,0.0,0.0,0.0
timer_driver,67540796359,23242571,6764183,16478388,7613,6530,0.03,0.01,0.02

TEST 4: 100Mb/s
CORE 0 TOTAL,43908308653,9334356235,3156583862,6177772373,4736492,4052446,21.26,7.19,14.07
serial_driver,43908308653,31814,2859,28955,2,2,0.0,0.0,0.0
serial_virt_tx,43908308653,12674,4327,8347,2,2,0.0,0.0,0.0
ethernet_driver,43908308653,3058279088,1024798024,2033481064,1299019,1239402,6.97,2.33,4.63
net_virt_tx,43908308653,1252256512,500645560,751610952,496505,496364,2.85,1.14,1.71
net_virt_rx,43908308653,1894274945,899674497,994600448,1231942,924738,4.31,2.05,2.27
client0,43908308653,1376608061,194800455,1181807606,311273,311066,3.14,0.44,2.69
client0_net_copier,43908308653,1729418220,529707162,1199711058,916040,609626,3.94,1.21,2.73
client1,43908308653,6355169,1680357,4674812,1718,1718,0.01,0.0,0.01
client1_net_copier,43908308653,194233,59697,134536,52,35,0.0,0.0,0.0
timer_driver,43908308653,16925519,5210924,11714595,5074,4256,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32227640201,10731555365,3335212629,7396342736,4939473,4138969,33.3,10.35,22.95
serial_driver,32227640201,31901,2878,29023,2,2,0.0,0.0,0.0
serial_virt_tx,32227640201,12187,3505,8682,2,2,0.0,0.0,0.0
ethernet_driver,32227640201,3364163093,1041058443,2323104650,1307855,1236758,10.44,3.23,7.21
net_virt_tx,32227640201,1295011764,466479690,828532074,452917,452883,4.02,1.45,2.57
net_virt_rx,32227640201,2214956115,1018651938,1196304177,1402520,1037698,6.87,3.16,3.71
client0,32227640201,1741832149,206596710,1535235439,329324,329140,5.4,0.64,4.76
client0_net_copier,32227640201,2097981937,597299032,1500682905,1038881,685156,6.51,1.85,4.66
client1,32227640201,4599493,1172088,3427405,1276,1273,0.01,0.0,0.01
client1_net_copier,32227640201,103939,32340,71599,28,19,0.0,0.0,0.0
timer_driver,32227640201,12862787,3916005,8946782,3963,3178,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28294010743,10816474884,2926866568,7889608316,4355370,3479282,38.23,10.34,27.88
serial_driver,28294010743,31783,2928,28855,2,2,0.0,0.0,0.0
serial_virt_tx,28294010743,11975,3824,8151,2,2,0.0,0.0,0.0
ethernet_driver,28294010743,3499725593,940884193,2558841400,1220688,1114210,12.37,3.33,9.04
net_virt_tx,28294010743,1137081620,350465469,786616151,333723,333370,4.02,1.24,2.78
net_virt_rx,28294010743,2149327270,943092859,1206234411,1319089,915871,7.6,3.33,4.26
client0,28294010743,1858011298,151158994,1706852304,237980,237846,6.57,0.53,6.03
client0_net_copier,28294010743,2156656488,536804190,1619852298,970448,613016,7.62,1.9,5.73
client1,28294010743,3929640,900311,3029329,1097,1097,0.01,0.0,0.01
client1_net_copier,28294010743,85020,27973,57047,25,18,0.0,0.0,0.0
timer_driver,28294010743,11614197,3525827,8088370,3558,2835,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26286329225,11324336212,2712025048,8612311164,4078210,3061683,43.08,10.32,32.76
serial_driver,26286329225,34052,3020,31032,2,2,0.0,0.0,0.0
serial_virt_tx,26286329225,12264,3739,8525,2,2,0.0,0.0,0.0
ethernet_driver,26286329225,3613351491,840957200,2772394291,1133198,980707,13.75,3.2,10.55
net_virt_tx,26286329225,1031114968,247865607,783249361,237294,233054,3.92,0.94,2.98
net_virt_rx,26286329225,2275024823,992289303,1282735520,1411746,949495,8.65,3.77,4.88
client0,26286329225,2052187718,135848002,1916339716,208973,208856,7.81,0.52,7.29
client0_net_copier,26286329225,2338174694,491025456,1847149238,939769,551869,8.9,1.87,7.03
client1,26286329225,3627835,786446,2841389,970,970,0.01,0.0,0.01
client1_net_copier,26286329225,79203,27701,51502,28,20,0.0,0.0,0.0
timer_driver,26286329225,10729164,3218574,7510590,3321,2613,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25085361826,11588121409,2276678771,9311442638,3401262,2469361,46.19,9.08,37.12
serial_driver,25085361826,33976,3202,30774,2,2,0.0,0.0,0.0
serial_virt_tx,25085361826,12652,4093,8559,2,2,0.0,0.0,0.0
ethernet_driver,25085361826,3828356580,771358743,3056997837,1074915,876648,15.26,3.07,12.19
net_virt_tx,25085361826,1084206717,227977646,856229071,219601,219492,4.32,0.91,3.41
net_virt_rx,25085361826,2002019728,778762087,1223257641,1111822,726197,7.98,3.1,4.88
client0,25085361826,2268508786,92741520,2175767266,139016,138342,9.04,0.37,8.67
client0_net_copier,25085361826,2390896974,401982620,1988914354,773987,441553,9.53,1.6,7.93
client1,25085361826,3374061,662350,2711711,927,919,0.01,0.0,0.01
client1_net_copier,25085361826,67595,24648,42947,24,18,0.0,0.0,0.0
timer_driver,25085361826,10644340,3161862,7482478,3313,2507,0.04,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24282843558,12291655124,2034930425,10256724699,3009518,2194458,50.62,8.38,42.24
serial_driver,24282843558,36148,3882,32266,3,3,0.0,0.0,0.0
serial_virt_tx,24282843558,12181,3635,8546,2,2,0.0,0.0,0.0
ethernet_driver,24282843558,4093315408,713193221,3380122187,956765,813993,16.86,2.94,13.92
net_virt_tx,24282843558,1126555563,179504977,947050586,175303,166851,4.64,0.74,3.9
net_virt_rx,24282843558,1894365348,698848375,1195516973,991253,639795,7.8,2.88,4.92
client0,24282843558,2571962457,83147288,2488815169,120960,119273,10.59,0.34,10.25
client0_net_copier,24282843558,2591333280,356263799,2235069481,697103,387173,10.67,1.47,9.2
client1,24282843558,3324497,722701,2601796,875,874,0.01,0.0,0.01
client1_net_copier,24282843558,88197,28230,59967,26,17,0.0,0.0,0.0
timer_driver,24282843558,10662045,3214317,7447728,3143,2405,0.04,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23816266431,12781545173,1700238326,11081306847,2582178,1831193,53.67,7.14,46.53
serial_driver,23816266431,33255,2977,30278,2,2,0.0,0.0,0.0
serial_virt_tx,23816266431,11834,3509,8325,2,2,0.0,0.0,0.0
ethernet_driver,23816266431,4208889762,628127129,3580762633,851811,723003,17.67,2.64,15.03
net_virt_tx,23816266431,1154685485,129143347,1025542138,133983,113121,4.85,0.54,4.31
net_virt_rx,23816266431,1757231150,541928618,1215302532,801713,491631,7.38,2.28,5.1
client0,23816266431,2822445599,39899677,2782545922,57279,57158,11.85,0.17,11.68
client0_net_copier,23816266431,2822365139,356368865,2465996274,669646,379342,11.85,1.5,10.35
client1,23816266431,3658455,1059864,2598591,874,874,0.02,0.0,0.01
client1_net_copier,23816266431,185777,69189,116588,65,46,0.0,0.0,0.0
timer_driver,23816266431,12038717,3635151,8403566,3229,2452,0.05,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23393061355,13395569887,1514528539,11881041348,2244861,1627531,57.26,6.47,50.79
serial_driver,23393061355,32110,3086,29024,2,2,0.0,0.0,0.0
serial_virt_tx,23393061355,11688,3250,8438,2,2,0.0,0.0,0.0
ethernet_driver,23393061355,4330901489,532029180,3798872309,745814,596988,18.51,2.27,16.24
net_virt_tx,23393061355,1270346344,144689213,1125657131,131706,131509,5.43,0.62,4.81
net_virt_rx,23393061355,1715180711,497167989,1218012722,714395,464069,7.33,2.13,5.21
client0,23393061355,3135572065,39603167,3095968898,56703,56578,13.4,0.17,13.23
client0_net_copier,23393061355,2927057656,296056426,2631001230,526996,309987,12.51,1.27,11.25
client1,23393061355,3788699,1071484,2717215,874,874,0.02,0.0,0.01
client1_net_copier,23393061355,359853,132065,227788,156,112,0.0,0.0,0.0
timer_driver,23393061355,12319272,3772679,8546593,3219,2429,0.05,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23065440476,13997881315,1235078870,12762802445,1786388,1346082,60.69,5.35,55.33
serial_driver,23065440476,33483,3875,29608,3,3,0.0,0.0,0.0
serial_virt_tx,23065440476,12092,3788,8304,2,2,0.0,0.0,0.0
ethernet_driver,23065440476,4441160216,420875328,4020284888,624452,459393,19.25,1.82,17.43
net_virt_tx,23065440476,1446202100,169448253,1276753847,160863,155227,6.27,0.73,5.54
net_virt_rx,23065440476,1619900665,396097421,1223803244,545252,394036,7.02,1.72,5.31
client0,23065440476,3481799522,40806477,3440993045,57961,57873,15.1,0.18,14.92
client0_net_copier,23065440476,2993144187,203055195,2790088992,328564,210982,12.98,0.88,12.1
client1,23065440476,3631252,1149198,2482054,839,839,0.02,0.0,0.01
client1_net_copier,23065440476,80195,25867,54328,23,17,0.0,0.0,0.0
timer_driver,23065440476,11917603,3613468,8304135,3026,2320,0.05,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22875409661,14345030338,1107448647,13237581691,1578459,1215388,62.71,4.84,57.87
serial_driver,22875409661,34591,3026,31565,2,2,0.0,0.0,0.0
serial_virt_tx,22875409661,12583,4269,8314,2,2,0.0,0.0,0.0
ethernet_driver,22875409661,4501420775,364640169,4136780606,553775,393782,19.68,1.59,18.08
net_virt_tx,22875409661,1513812652,175357203,1338455449,164977,161076,6.62,0.77,5.85
net_virt_rx,22875409661,1581172869,354736090,1226436779,475961,363504,6.91,1.55,5.36
client0,22875409661,3679306451,42268071,3637038380,60309,60245,16.08,0.18,15.9
client0_net_copier,22875409661,3053281466,165496533,2887784933,253741,167759,13.35,0.72,12.62
client1,22875409661,3898766,1219632,2679134,850,850,0.02,0.01,0.01
client1_net_copier,22875409661,272695,91906,180789,86,58,0.0,0.0,0.0
timer_driver,22875409661,11817490,3631748,8185742,2852,2228,0.05,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
44113524,43859144,2840464,6002598,178486125698,12538292,
44598333,44872294,2883475,6099424,94350179709,12815319,
55448455,55202863,3568763,7537547,43080976999,15330860,
59607647,61729503,3719474,8191274,21533938641,17821944,
62019346,70997556,3851038,9104406,17036146979,20350868,
50141592,67325131,3136470,8414203,14676057309,20244690,
42203215,65188296,2737984,8163688,13415230052,20338970,
34365828,62550851,2179278,7652615,12831625265,19558511,
29628741,62769551,1980677,7781640,12196929396,19107381,
22913483,60816598,1642346,7550357,11937793724,18641897,
21029823,62048869,1446538,7947506,11653128732,19052308,
18062464,62593149,1179645,8145691,11436391775,18904394,
16595510,63501591,1084177,8311734,11311181154,18789876,
