Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
net_virt_rx,24276594124,1885897600,660548499,1225349101,945560,605456,7.77,2.72,5.05
client0,24276594124,2571417251,77026574,2494390677,109492,108340,10.59,0.32,10.27
client0_net_copier,24276594124,2572991858,346931295,2226060563,672827,378160,10.6,1.43,9.17
client1,24276594124,3737299,875355,2861944,885,885,0.02,0.0,0.01
client1_net_copier,24276594124,274705,83179,191526,77,55,0.0,0.0,0.0
timer_driver,24276594124,11622596,3449340,8173256,3184,2413,0.05,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23814847753,12893430337,1713435133,11179995204,2592106,1824077,54.14,7.19,46.95
serial_driver,23814847753,35587,3566,32021,2,2,0.0,0.0,0.0
serial_virt_tx,23814847753,12241,3701,8540,2,2,0.0,0.0,0.0
ethernet_driver,23814847753,4202025063,616876660,3585148403,833906,695001,17.64,2.59,15.05
net_virt_tx,23814847753,1160544607,124813221,1035731386,117835,113594,4.87,0.52,4.35
net_virt_rx,23814847753,1822209911,560252843,1261957068,832523,501770,7.65,2.35,5.3
client0,23814847753,2814386169,38030837,2776355332,55007,54890,11.82,0.16,11.66
client0_net_copier,23814847753,2877651475,368622111,2509029364,684419,391211,12.08,1.55,10.54
client1,23814847753,3762142,1006838,2755304,864,864,0.02,0.0,0.01
client1_net_copier,23814847753,245609,82543,163066,75,54,0.0,0.0,0.0
timer_driver,23814847753,12557533,3742813,8814720,3192,2421,0.05,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23393601533,13422010641,1475072520,11946938121,2160564,1585752,57.37,6.31,51.07
serial_driver,23393601533,32827,2937,29890,2,2,0.0,0.0,0.0
serial_virt_tx,23393601533,12920,4112,8808,2,2,0.0,0.0,0.0
ethernet_driver,23393601533,4350386810,510469171,3839917639,716395,567680,18.6,2.18,16.41
net_virt_tx,23393601533,1290282363,149642587,1140639776,137873,137624,5.52,0.64,4.88
net_virt_rx,23393601533,1724826414,491131036,1233695378,695634,462594,7.37,2.1,5.27
client0,23393601533,3145149313,39610954,3105538359,56832,56766,13.44,0.17,13.28
client0_net_copier,23393601533,2895015399,279333432,2615681967,484788,292727,12.38,1.19,11.18
client1,23393601533,3754741,1130266,2624475,856,856,0.02,0.0,0.01
client1_net_copier,23393601533,169747,56577,113170,58,42,0.0,0.0,0.0
timer_driver,23393601533,12380107,3691448,8688659,2966,2314,0.05,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23064841939,14006290720,1200596052,12805694668,1723588,1305405,60.73,5.21,55.52
serial_driver,23064841939,32845,2983,29862,2,2,0.0,0.0,0.0
serial_virt_tx,23064841939,12962,4071,8891,2,2,0.0,0.0,0.0
ethernet_driver,23064841939,4462089702,409975154,4052114548,610950,442426,19.35,1.78,17.57
net_virt_tx,23064841939,1462943219,170280156,1292663063,159999,154515,6.34,0.74,5.6
net_virt_rx,23064841939,1620848924,383857887,1236991037,522171,384765,7.03,1.66,5.36
client0,23064841939,3488248278,40670499,3447577779,58182,58100,15.12,0.18,14.95
client0_net_copier,23064841939,2955869011,190994996,2764874015,302839,196870,12.82,0.83,11.99
client1,23064841939,3758640,1102106,2656534,850,850,0.02,0.0,0.01
client1_net_copier,23064841939,189817,62931,126886,52,38,0.0,0.0,0.0
timer_driver,23064841939,12297322,3645269,8652053,2993,2301,0.05,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22963545529,14448855526,1103464754,13345390772,1570857,1208166,62.92,4.81,58.12
serial_driver,22963545529,33511,2960,30551,2,2,0.0,0.0,0.0
serial_virt_tx,22963545529,12184,3792,8392,2,2,0.0,0.0,0.0
ethernet_driver,22963545529,4539205666,361680955,4177524711,550721,385616,19.77,1.58,18.19
net_virt_tx,22963545529,1531718414,177522670,1354195744,167002,160797,6.67,0.77,5.9
net_virt_rx,22963545529,1605187996,354707027,1250480969,472634,364960,6.99,1.54,5.45
client0,22963545529,3700035995,43795224,3656240771,63449,63249,16.11,0.19,15.92
client0_net_copier,22963545529,3056164814,161095526,2895069288,243374,160838,13.31,0.7,12.61
client1,22963545529,3753242,973152,2780090,837,837,0.02,0.0,0.01
client1_net_copier,22963545529,234281,74934,159347,59,40,0.0,0.0,0.0
timer_driver,22963545529,12509423,3608514,8900909,3237,2385,0.05,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
49822737,43222613,2645713,6010607,182980594398,12150807,
55198252,47176212,2904720,6565475,94127329056,12498299,
55645114,50083203,2933679,6894655,39338737632,13829552,
58066471,55490098,3069690,7451448,22175593562,16401688,
69451569,70029409,3581027,9190520,17179346431,20243059,
62676173,70366955,3219033,9109955,14519078271,21114825,
51977245,67845084,2749241,8631362,9101337379,21009419,
40302451,63795431,2186285,7984422,12827861621,20003864,
30973323,60947666,1785664,7621206,12337027535,19340310,
25226103,61150962,1541888,7614395,11998719501,18652528,
22776390,61205585,1316609,7944615,11756782964,19004794,
19853104,61671203,1117092,8161159,11532875112,19208529,
19012207,63310983,1046971,8332792,11399597290,19027264,
