Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
client1_net_copier,43891782926,503406,168053,335353,195,131,0.0,0.0,0.0
timer_driver,43891782926,16907217,5112979,11794238,5028,4226,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32223560305,10823757325,3376482631,7447274694,4989199,4115272,33.59,10.48,23.11
serial_driver,32223560305,32742,3685,29057,2,2,0.0,0.0,0.0
serial_virt_tx,32223560305,12335,3698,8637,2,2,0.0,0.0,0.0
ethernet_driver,32223560305,3358943737,1038533812,2320409925,1319785,1221615,10.42,3.22,7.2
net_virt_tx,32223560305,1287461780,462364407,825097373,448883,448878,4.0,1.43,2.56
net_virt_rx,32223560305,2279667206,1048095678,1231571528,1450306,1059478,7.07,3.25,3.82
client0,32223560305,1756397530,212866679,1543530851,334105,333931,5.45,0.66,4.79
client0_net_copier,32223560305,2122894194,609453939,1513440255,1070740,698693,6.59,1.89,4.7
client1,32223560305,4502270,981569,3520701,1272,1271,0.01,0.0,0.01
client1_net_copier,32223560305,220791,67528,153263,61,41,0.0,0.0,0.0
timer_driver,32223560305,13624740,4111636,9513104,4265,3314,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28289964652,10985858426,2977578641,8008279785,4416669,3547270,38.83,10.53,28.31
serial_driver,28289964652,32161,2857,29304,2,2,0.0,0.0,0.0
serial_virt_tx,28289964652,12198,3747,8451,2,2,0.0,0.0,0.0
ethernet_driver,28289964652,3515473797,951550637,2563923160,1220517,1125709,12.43,3.36,9.06
net_virt_tx,28289964652,1170611470,355926436,814685034,341452,341289,4.14,1.26,2.88
net_virt_rx,28289964652,2199153263,959316506,1239836757,1339350,936320,7.77,3.39,4.38
client0,28289964652,1898890327,159803078,1739087249,251693,251568,6.71,0.56,6.15
client0_net_copier,28289964652,2185340236,546447111,1638893125,983698,622778,7.72,1.93,5.79
client1,28289964652,4149128,870849,3278279,1136,1131,0.01,0.0,0.01
client1_net_copier,28289964652,393128,133694,259434,146,99,0.0,0.0,0.0
timer_driver,28289964652,11802718,3523726,8278992,3618,2837,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26272189637,11781129495,2915692528,8865436967,4274991,3283268,44.84,11.1,33.74
serial_driver,26272189637,33678,2918,30760,2,2,0.0,0.0,0.0
serial_virt_tx,26272189637,12306,3738,8568,2,2,0.0,0.0,0.0
ethernet_driver,26272189637,3683373233,885647925,2797725308,1169040,1009146,14.02,3.37,10.65
net_virt_tx,26272189637,1140152233,303268581,836883652,289412,285897,4.34,1.15,3.19
net_virt_rx,26272189637,2354716705,1032544962,1322171743,1434400,1002137,8.96,3.93,5.03
client0,26272189637,2196919505,171936092,2024983413,265862,265439,8.36,0.65,7.71
client0_net_copier,26272189637,2390583015,518097883,1872485132,966563,583704,9.1,1.97,7.13
client1,26272189637,3914306,823856,3090450,1035,1030,0.01,0.0,0.01
client1_net_copier,26272189637,350567,110779,239788,110,74,0.0,0.0,0.0
timer_driver,26272189637,11073947,3255794,7818153,3431,2636,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25086006153,11877147773,2377926888,9499220885,3471030,2576780,47.35,9.48,37.87
serial_driver,25086006153,31987,3006,28981,2,2,0.0,0.0,0.0
serial_virt_tx,25086006153,12536,3892,8644,2,2,0.0,0.0,0.0
ethernet_driver,25086006153,3924173152,817617616,3106555536,1090349,917045,15.64,3.26,12.38
net_virt_tx,25086006153,1033038402,185682157,847356245,180888,180885,4.12,0.74,3.38
net_virt_rx,25086006153,2133031969,857671981,1275359988,1185036,801653,8.5,3.42,5.08
client0,25086006153,2365359311,135435038,2229924273,197153,193811,9.43,0.54,8.89
client0_net_copier,25086006153,2406700638,377385085,2029315553,750039,416677,9.59,1.5,8.09
client1,25086006153,3498503,709508,2788995,942,940,0.01,0.0,0.01
client1_net_copier,25086006153,216501,71199,145302,56,39,0.0,0.0,0.0
timer_driver,25086006153,11084774,3347406,7737368,3350,2532,0.04,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24285889412,12280523314,2015977650,10264545664,2992599,2174429,50.57,8.3,42.27
serial_driver,24285889412,35086,3644,31442,3,3,0.0,0.0,0.0
serial_virt_tx,24285889412,12352,3903,8449,2,2,0.0,0.0,0.0
ethernet_driver,24285889412,4092656057,707819004,3384837053,954592,807666,16.85,2.91,13.94
net_virt_tx,24285889412,1131700521,180068406,951632115,177626,168254,4.66,0.74,3.92
net_virt_rx,24285889412,1886871437,689982402,1196889035,986113,632446,7.77,2.84,4.93
client0,24285889412,2568280843,79342357,2488938486,114064,112637,10.58,0.33,10.25
client0_net_copier,24285889412,2586600645,354826505,2231774140,691991,386007,10.65,1.46,9.19
client1,24285889412,3486434,663359,2823075,909,909,0.01,0.0,0.01
client1_net_copier,24285889412,348700,121269,227431,130,92,0.0,0.0,0.0
timer_driver,24285889412,10531239,3146801,7384438,3170,2428,0.04,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23814610008,12804186609,1709020660,11095165949,2595624,1833473,53.77,7.18,46.59
serial_driver,23814610008,32645,3073,29572,2,2,0.0,0.0,0.0
serial_virt_tx,23814610008,13168,4476,8692,2,2,0.0,0.0,0.0
ethernet_driver,23814610008,4203000303,627604909,3575395394,850030,717046,17.65,2.64,15.01
net_virt_tx,23814610008,1151718035,127063735,1024654300,128767,113115,4.84,0.53,4.3
net_virt_rx,23814610008,1775823542,548148691,1227674851,813582,494675,7.46,2.3,5.16
client0,23814610008,2817068534,38913576,2778154958,55888,55780,11.83,0.16,11.67
client0_net_copier,23814610008,2842451785,363317556,2479134229,679595,385874,11.94,1.53,10.41
client1,23814610008,3308571,743027,2565544,862,862,0.01,0.0,0.01
client1_net_copier,23814610008,184572,60415,124157,60,44,0.0,0.0,0.0
timer_driver,23814610008,10585454,3161202,7424252,3116,2366,0.04,0.01,0.03

TEST 11: 800Mb/s
CORE 0 TOTAL,23393044277,13428958374,1509426266,11919532108,2235380,1623271,57.41,6.45,50.95
serial_driver,23393044277,32781,3200,29581,2,2,0.0,0.0,0.0
serial_virt_tx,23393044277,12993,4202,8791,2,2,0.0,0.0,0.0
ethernet_driver,23393044277,4334721323,528941346,3805779977,741543,593763,18.53,2.26,16.27
net_virt_tx,23393044277,1276406779,145961485,1130445294,133725,133518,5.46,0.62,4.83
net_virt_rx,23393044277,1720851463,495274628,1225576835,711482,463050,7.36,2.12,5.24
client0,23393044277,3146639972,39669059,3106970913,56732,56580,13.45,0.17,13.28
client0_net_copier,23393044277,2934887528,295020305,2639867223,522781,308086,12.55,1.26,11.28
client1,23393044277,3420802,977426,2443376,841,841,0.01,0.0,0.01
client1_net_copier,23393044277,87552,30060,57492,31,25,0.0,0.0,0.0
timer_driver,23393044277,11897181,3544555,8352626,3258,2434,0.05,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23066573127,13997594817,1233241206,12764353611,1776811,1341838,60.68,5.35,55.34
serial_driver,23066573127,33765,3967,29798,3,3,0.0,0.0,0.0
serial_virt_tx,23066573127,11942,3758,8184,2,2,0.0,0.0,0.0
ethernet_driver,23066573127,4442155875,420225115,4021930760,619204,456278,19.26,1.82,17.44
net_virt_tx,23066573127,1446699512,167191064,1279508448,158913,153566,6.27,0.72,5.55
net_virt_rx,23066573127,1629705562,397798312,1231907250,545322,395504,7.07,1.72,5.34
client0,23066573127,3481060881,40737823,3440323058,57961,57865,15.09,0.18,14.91
client0_net_copier,23066573127,2982278698,202491322,2779787376,326071,210012,12.93,0.88,12.05
client1,23066573127,3516547,1093986,2422561,836,836,0.02,0.0,0.01
client1_net_copier,23066573127,102649,36000,66649,28,20,0.0,0.0,0.0
timer_driver,23066573127,12029386,3659859,8369527,3027,2320,0.05,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22897712459,14423194308,1121183690,13302010618,1597672,1232325,62.99,4.9,58.09
serial_driver,22897712459,32695,3177,29518,2,2,0.0,0.0,0.0
serial_virt_tx,22897712459,12178,3803,8375,2,2,0.0,0.0,0.0
ethernet_driver,22897712459,4515198968,368406481,4146792487,557765,397033,19.72,1.61,18.11
net_virt_tx,22897712459,1525746329,177892944,1347853385,168306,164103,6.66,0.78,5.89
net_virt_rx,22897712459,1595744857,358554260,1237190597,480922,367772,6.97,1.57,5.4
client0,22897712459,3687018351,43487683,3643530668,62195,62103,16.1,0.19,15.91
client0_net_copier,22897712459,3083199487,167881598,2915317889,255902,169677,13.47,0.73,12.73
client1,22897712459,3892107,1173554,2718553,869,869,0.02,0.01,0.01
client1_net_copier,22897712459,398850,135316,263534,136,92,0.0,0.0,0.0
timer_driver,22897712459,11950486,3644874,8305612,2978,2296,0.05,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
45952000,44081199,2881538,6071873,178363009073,12583118,
44709697,43561255,2781140,5975032,94452148949,12209427,
55170639,53309824,3395283,7303556,38949238455,13922017,
57724585,59172498,3541934,7904698,21734082995,16332695,
63190742,70432299,3782795,9057582,17057669387,19790548,
52624264,67835655,3227017,8495999,14602026697,20119045,
49642433,69542837,3013742,8660666,8861308043,21389059,
38229511,64620110,2361625,7938314,12669311242,20612428,
29800789,62232532,1926145,7627411,12232796400,19456057,
23327292,61144769,1646786,7582299,11943493644,18436615,
21456223,62486509,1442304,7995047,11649337482,19036162,
18444181,62653967,1177288,8182511,11454425634,18914099,
17265859,64170812,1092353,8426381,11288765161,18669328,
