Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
client0,43911127619,1279472913,177519376,1101953537,281477,281301,2.91,0.4,2.51
client0_net_copier,43911127619,1642488538,508960995,1133527543,886483,587252,3.74,1.16,2.58
client1,43911127619,6290292,1568594,4721698,1751,1748,0.01,0.0,0.01
client1_net_copier,43911127619,554653,187715,366938,204,137,0.0,0.0,0.0
timer_driver,43911127619,16818199,5496668,11321531,5063,4245,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32227177970,9597217211,2893190978,6704026233,4315497,3526165,29.78,8.98,20.8
serial_driver,32227177970,30551,3034,27517,2,2,0.0,0.0,0.0
serial_virt_tx,32227177970,12529,4503,8026,2,2,0.0,0.0,0.0
ethernet_driver,32227177970,3080473891,921339401,2159134490,1169586,1108508,9.56,2.86,6.7
net_virt_tx,32227177970,1057112961,361364594,695748367,353441,353440,3.28,1.12,2.16
net_virt_rx,32227177970,1992236568,920513793,1071722775,1292666,909824,6.18,2.86,3.33
client0,32227177970,1557070021,167034989,1390035032,261717,261559,4.83,0.52,4.31
client0_net_copier,32227177970,1892479054,517460547,1375018507,932416,594055,5.87,1.61,4.27
client1,32227177970,4853406,1227240,3626166,1327,1326,0.02,0.0,0.01
client1_net_copier,32227177970,558371,197660,360711,223,151,0.0,0.0,0.0
timer_driver,32227177970,12389859,4045217,8344642,3838,3128,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28283784793,10517334074,2825565231,7691768843,4258828,3325350,37.19,9.99,27.19
serial_driver,28283784793,30390,2813,27577,2,2,0.0,0.0,0.0
serial_virt_tx,28283784793,11182,3559,7623,2,2,0.0,0.0,0.0
ethernet_driver,28283784793,3440664326,916474360,2524189966,1218216,1087593,12.16,3.24,8.92
net_virt_tx,28283784793,1036702142,308426413,728275729,297629,297615,3.67,1.09,2.57
net_virt_rx,28283784793,2116273467,940936949,1175336518,1339758,907535,7.48,3.33,4.16
client0,28283784793,1772934782,135726861,1637207921,210915,210784,6.27,0.48,5.79
client0_net_copier,28283784793,2135315109,519404752,1615910357,955867,590009,7.55,1.84,5.71
client1,28283784793,3912734,883329,3029405,1089,1087,0.01,0.0,0.01
client1_net_copier,28283784793,272270,90403,181867,81,57,0.0,0.0,0.0
timer_driver,28283784793,11217672,3615792,7601880,3508,2807,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26269129071,11496829462,2836595700,8660233762,4230067,3198471,43.77,10.8,32.97
serial_driver,26269129071,30602,3019,27583,2,2,0.0,0.0,0.0
serial_virt_tx,26269129071,11698,3838,7860,2,2,0.0,0.0,0.0
ethernet_driver,26269129071,3643829670,890425711,2753403959,1191224,1028494,13.87,3.39,10.48
net_virt_tx,26269129071,1092351568,284973949,807377619,277121,269334,4.16,1.08,3.07
net_virt_rx,26269129071,2230163554,984538675,1245624879,1400045,937196,8.49,3.75,4.74
client0,26269129071,2091125071,136110534,1955014537,209263,209149,7.96,0.52,7.44
client0_net_copier,26269129071,2424303752,536146415,1888157337,995468,608273,9.23,2.04,7.19
client1,26269129071,3786986,798716,2988270,1035,1033,0.01,0.0,0.01
client1_net_copier,26269129071,377773,137960,239813,137,95,0.0,0.0,0.0
timer_driver,26269129071,10848788,3456883,7391905,3384,2627,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25087609055,11504590412,2256220533,9248369879,3399435,2444890,45.86,8.99,36.86
serial_driver,25087609055,32511,2861,29650,2,2,0.0,0.0,0.0
serial_virt_tx,25087609055,11314,3709,7605,2,2,0.0,0.0,0.0
ethernet_driver,25087609055,3775946562,760028014,3015918548,1073278,860193,15.05,3.03,12.02
net_virt_tx,25087609055,1082484709,232084885,850399824,222663,222650,4.31,0.93,3.39
net_virt_rx,25087609055,1950039823,762111453,1187928370,1101352,712375,7.77,3.04,4.74
client0,25087609055,2242961414,83693645,2159267769,126100,126002,8.94,0.33,8.61
client0_net_copier,25087609055,2438741281,414130599,2024610682,787675,454585,9.72,1.65,8.07
client1,25087609055,3447182,684621,2762561,937,918,0.01,0.0,0.01
client1_net_copier,25087609055,242780,84647,158133,74,53,0.0,0.0,0.0
timer_driver,25087609055,10682836,3396099,7286737,3311,2496,0.04,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24262928688,12215160971,1998803235,10216357736,2953359,2158144,50.34,8.24,42.11
serial_driver,24262928688,32613,2814,29799,2,2,0.0,0.0,0.0
serial_virt_tx,24262928688,11814,3987,7827,2,2,0.0,0.0,0.0
ethernet_driver,24262928688,4050633215,712821982,3337811233,958400,818962,16.69,2.94,13.76
net_virt_tx,24262928688,1130472940,192208723,938264217,183445,179227,4.66,0.79,3.87
net_virt_rx,24262928688,1803385168,663048452,1140336716,952296,604862,7.43,2.73,4.7
client0,24262928688,2557117325,77712291,2479405034,111252,109073,10.54,0.32,10.22
client0_net_copier,24262928688,2659287230,348785480,2310501750,680228,379128,10.96,1.44,9.52
client1,24262928688,3343711,729511,2614200,903,903,0.01,0.0,0.01
client1_net_copier,24262928688,297126,109432,187694,100,70,0.0,0.0,0.0
timer_driver,24262928688,10579829,3380563,7199266,3232,2428,0.04,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23814572315,12838875142,1709517322,11129357820,2595423,1838340,53.91,7.18,46.73
serial_driver,23814572315,30812,2917,27895,2,2,0.0,0.0,0.0
serial_virt_tx,23814572315,11382,3629,7753,2,2,0.0,0.0,0.0
ethernet_driver,23814572315,4206893590,634374089,3572519501,857546,729214,17.67,2.66,15.0
net_virt_tx,23814572315,1147908279,130050460,1017857819,136558,113057,4.82,0.55,4.27
net_virt_rx,23814572315,1736551668,542145933,1194405735,802480,491265,7.29,2.28,5.02
client0,23814572315,2828267193,39537372,2788729821,56666,56591,11.88,0.17,11.71
client0_net_copier,23814572315,2905337302,359363979,2545973323,674609,381388,12.2,1.51,10.69
client1,23814572315,3401998,672895,2729103,898,898,0.01,0.0,0.01
client1_net_copier,23814572315,488040,177678,310362,202,142,0.0,0.0,0.0
timer_driver,23814572315,9984878,3188370,6796508,3009,2343,0.04,0.01,0.03

TEST 11: 800Mb/s
CORE 0 TOTAL,23392490991,13505188837,1532785040,11972403797,2276549,1639053,57.73,6.55,51.18
serial_driver,23392490991,31951,3794,28157,3,3,0.0,0.0,0.0
serial_virt_tx,23392490991,11355,3576,7779,2,2,0.0,0.0,0.0
ethernet_driver,23392490991,4316243404,540162678,3776080726,752745,603856,18.45,2.31,16.14
net_virt_tx,23392490991,1253503681,141537256,1111966425,127892,127805,5.36,0.61,4.75
net_virt_rx,23392490991,1712989418,501370616,1211618802,724426,464249,7.32,2.14,5.18
client0,23392490991,3150217181,39283162,3110934019,56517,56407,13.47,0.17,13.3
client0_net_copier,23392490991,3058593106,306301581,2752291525,546260,318785,13.08,1.31,11.77
client1,23392490991,3117169,731478,2385691,846,846,0.01,0.0,0.01
client1_net_copier,23392490991,199273,74708,124565,69,52,0.0,0.0,0.0
timer_driver,23392490991,10282299,3316191,6966108,3059,2330,0.04,0.01,0.03

TEST 12: 900Mb/s
CORE 0 TOTAL,23070007411,14094629195,1252465154,12842164041,1806243,1359745,61.1,5.43,55.67
serial_driver,23070007411,31477,3286,28191,2,2,0.0,0.0,0.0
serial_virt_tx,23070007411,11335,3531,7804,2,2,0.0,0.0,0.0
ethernet_driver,23070007411,4435623730,425942942,4009680788,627161,464512,19.23,1.85,17.38
net_virt_tx,23070007411,1437621046,169433329,1268187717,161132,155694,6.23,0.73,5.5
net_virt_rx,23070007411,1620313060,402346114,1217966946,553643,397644,7.02,1.74,5.28
client0,23070007411,3485266219,40790036,3444476183,57964,57902,15.11,0.18,14.93
client0_net_copier,23070007411,3100144520,208962555,2891181965,337302,215689,13.44,0.91,12.53
client1,23070007411,3863176,1035746,2827430,882,882,0.02,0.0,0.01
client1_net_copier,23070007411,604538,224066,380472,222,161,0.0,0.0,0.0
timer_driver,23070007411,11150094,3723549,7426545,2848,2184,0.05,0.02,0.03

TEST 13: 1000Mb/s
CORE 0 TOTAL,22885160661,14473650263,1132045766,13341604497,1606365,1238425,63.24,4.95,58.3
serial_driver,22885160661,32205,4032,28173,3,3,0.0,0.0,0.0
serial_virt_tx,22885160661,11301,3639,7662,2,2,0.0,0.0,0.0
ethernet_driver,22885160661,4500178916,372341989,4127836927,559857,401857,19.66,1.63,18.04
net_virt_tx,22885160661,1515651015,177136477,1338514538,166435,162993,6.62,0.77,5.85
net_virt_rx,22885160661,1584339807,361994673,1222345134,484739,368431,6.92,1.58,5.34
client0,22885160661,3686934245,42644304,3644289941,61107,60974,16.11,0.19,15.92
client0_net_copier,22885160661,3170670853,172998198,2997672655,262965,173761,13.85,0.76,13.1
client1,22885160661,3854024,992326,2861698,867,867,0.02,0.0,0.01
client1_net_copier,22885160661,518348,178573,339775,164,111,0.0,0.0,0.0
timer_driver,22885160661,11459549,3751555,7707994,2988,2234,0.05,0.02,0.03

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
41087001,41704769,2661057,6076464,182742043421,12140767,
40733199,41962068,2681071,6070738,90221816088,12592136,
52362074,52956521,3383011,7765436,38737317570,14687829,
51499932,55757818,3254701,7845763,21795129461,17525735,
46846232,59174386,3006040,7881703,17742692402,18975555,
43147552,61266953,2770837,7982751,14790288594,20089792,
42662124,65130382,2703335,8391787,8897992797,21481989,
32006003,59894201,1987052,7464974,12816472273,20086502,
27888845,60579175,1791691,7655288,12172032566,20088735,
22061826,60186867,1512546,7513209,11845648243,19010734,
20356887,61761806,1347262,7970843,11528914051,19942806,
17522045,62404225,1118302,8213265,11331871885,20158408,
16143604,64829737,1044489,8693258,11183871717,20042994,
