Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
client0_net_copier,67518127280,1642279124,497554535,1144724589,855159,569955,2.43,0.74,1.7
client1,67518127280,8915884,2118929,6796955,2667,2667,0.01,0.0,0.01
client1_net_copier,67518127280,779333,234681,544652,283,190,0.0,0.0,0.0
timer_driver,67518127280,25816546,6987739,18828807,7669,6531,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43909696506,9689552525,2929729337,6759823188,4377157,3708400,22.07,6.67,15.39
serial_driver,43909696506,32642,2835,29807,2,2,0.0,0.0,0.0
serial_virt_tx,43909696506,13096,3942,9154,2,2,0.0,0.0,0.0
ethernet_driver,43909696506,3180848827,956432519,2224416308,1198655,1148894,7.24,2.18,5.07
net_virt_tx,43909696506,1273522521,432971394,840551127,423153,423153,2.9,0.99,1.91
net_virt_rx,43909696506,2044168357,859837503,1184330854,1180285,869616,4.66,1.96,2.7
client0,43909696506,1410161607,171765187,1238396420,275174,274980,3.21,0.39,2.82
client0_net_copier,43909696506,1754638565,501490270,1253148295,876680,573768,4.0,1.14,2.85
client1,43909696506,6895062,1598152,5296910,1775,1774,0.02,0.0,0.01
client1_net_copier,43909696506,625696,194687,431009,219,148,0.0,0.0,0.0
timer_driver,43909696506,18646152,5432848,13213304,5204,4298,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32224473542,11426672841,3241432172,8185240669,4731156,3967501,35.46,10.06,25.4
serial_driver,32224473542,34399,4138,30261,3,3,0.0,0.0,0.0
serial_virt_tx,32224473542,12781,3783,8998,2,2,0.0,0.0,0.0
ethernet_driver,32224473542,3531595760,1001987240,2529608520,1251219,1162188,10.96,3.11,7.85
net_virt_tx,32224473542,1478328928,478674901,999654027,463040,463001,4.59,1.49,3.1
net_virt_rx,32224473542,2368402233,978103179,1390299054,1336437,1001075,7.35,3.04,4.31
client0,32224473542,1873795861,207881657,1665914204,332655,332450,5.81,0.65,5.17
client0_net_copier,32224473542,2155717897,569758861,1585959036,980671,649448,6.69,1.77,4.92
client1,32224473542,4691509,1015104,3676405,1256,1253,0.01,0.0,0.01
client1_net_copier,32224473542,99429,27759,71670,24,16,0.0,0.0,0.0
timer_driver,32224473542,13994044,3975550,10018494,4068,3200,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28288903389,12158148895,3165402715,8992746180,4599451,3716594,42.98,11.19,31.79
serial_driver,28288903389,32647,2946,29701,2,2,0.0,0.0,0.0
serial_virt_tx,28288903389,13046,4019,9027,2,2,0.0,0.0,0.0
ethernet_driver,28288903389,3750660585,954478140,2796182445,1226709,1088707,13.26,3.37,9.88
net_virt_tx,28288903389,1406012736,419027761,986984975,404610,402403,4.97,1.48,3.49
net_virt_rx,28288903389,2523663629,1031333533,1492330096,1412129,1032458,8.92,3.65,5.28
client0,28288903389,2113471480,201500014,1911971466,316409,316237,7.47,0.71,6.76
client0_net_copier,28288903389,2347278898,554555826,1792723072,982747,627458,8.3,1.96,6.34
client1,28288903389,4104846,839161,3265685,1108,1106,0.01,0.0,0.01
client1_net_copier,28288903389,74895,22068,52827,19,13,0.0,0.0,0.0
timer_driver,28288903389,12836133,3639247,9196886,3743,2886,0.05,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26283917416,11756842258,2586913692,9169928566,3810184,2888888,44.73,9.84,34.89
serial_driver,26283917416,34663,2945,31718,2,2,0.0,0.0,0.0
serial_virt_tx,26283917416,13056,3868,9188,2,2,0.0,0.0,0.0
ethernet_driver,26283917416,3801528263,828477692,2973050571,1114361,943031,14.46,3.15,11.31
net_virt_tx,26283917416,1166013185,278295598,887717587,261999,260898,4.44,1.06,3.38
net_virt_rx,26283917416,2286807077,876888697,1409918380,1230356,843017,8.7,3.34,5.36
client0,26283917416,2133713601,130710757,2003002844,201656,201538,8.12,0.5,7.62
client0_net_copier,26283917416,2352988723,468406013,1884582710,868068,521689,8.95,1.78,7.17
client1,26283917416,3809214,773552,3035662,1008,1004,0.01,0.0,0.01
client1_net_copier,26283917416,82692,26210,56482,25,18,0.0,0.0,0.0
timer_driver,26283917416,11851784,3328360,8523424,3443,2639,0.05,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25089141780,11825947126,2133227294,9692719832,3131175,2334551,47.14,8.5,38.63
serial_driver,25089141780,32636,2717,29919,2,2,0.0,0.0,0.0
serial_virt_tx,25089141780,13904,4684,9220,2,2,0.0,0.0,0.0
ethernet_driver,25089141780,4022073712,780346118,3241727594,1048150,916022,16.03,3.11,12.92
net_virt_tx,25089141780,1140906349,224768079,916138270,227117,211580,4.55,0.9,3.65
net_virt_rx,25089141780,2016482524,682018864,1334463660,962388,629537,8.04,2.72,5.32
client0,25089141780,2283064712,80197345,2202867367,118534,116687,9.1,0.32,8.78
client0_net_copier,25089141780,2347966766,361788424,1986178342,701609,393108,9.36,1.44,7.92
client1,25089141780,3528808,731622,2797186,924,911,0.01,0.0,0.01
client1_net_copier,25089141780,42693,13225,29468,13,9,0.0,0.0,0.0
timer_driver,25089141780,11835022,3356216,8478806,3370,2511,0.05,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24285814618,12393961795,1860412423,10533549372,2796053,2003444,51.03,7.66,43.37
serial_driver,24285814618,35281,4918,30363,2,2,0.0,0.0,0.0
serial_virt_tx,24285814618,12878,3951,8927,2,2,0.0,0.0,0.0
ethernet_driver,24285814618,4164815630,668852495,3495963135,903611,760760,17.15,2.75,14.4
net_virt_tx,24285814618,1166525173,158002490,1008522683,169783,143704,4.8,0.65,4.15
net_virt_rx,24285814618,1920320347,619960872,1300359475,896667,565218,7.91,2.55,5.35
client0,24285814618,2551122393,64247100,2486875293,91075,90875,10.5,0.26,10.24
client0_net_copier,24285814618,2576090167,345438635,2230651532,666188,375127,10.61,1.42,9.18
client1,24285814618,3395450,648502,2746948,872,872,0.01,0.0,0.01
client1_net_copier,24285814618,128546,40973,87573,43,29,0.0,0.0,0.0
timer_driver,24285814618,11515930,3212487,8303443,3419,2477,0.05,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23811933476,13004371624,1651692743,11352678881,2481015,1749560,54.61,6.94,47.68
serial_driver,23811933476,36425,4186,32239,3,3,0.0,0.0,0.0
serial_virt_tx,23811933476,12175,3397,8778,2,2,0.0,0.0,0.0
ethernet_driver,23811933476,4248022393,594576815,3653445578,808150,661277,17.84,2.5,15.34
net_virt_tx,23811933476,1186465414,127142251,1059323163,115668,115099,4.98,0.53,4.45
net_virt_rx,23811933476,1876911357,541393923,1335517434,796134,487505,7.88,2.27,5.61
client0,23811933476,2825440254,38358185,2787082069,55518,55402,11.87,0.16,11.7
client0_net_copier,23811933476,2851341586,345682234,2505659352,638003,363522,11.97,1.45,10.52
client1,23811933476,3692746,962170,2730576,864,864,0.02,0.0,0.01
client1_net_copier,23811933476,164557,48165,116392,47,34,0.0,0.0,0.0
timer_driver,23811933476,12284717,3521417,8763300,3207,2446,0.05,0.01,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23394634200,13585927108,1438199902,12147727206,2098257,1544942,58.07,6.15,51.93
serial_driver,23394634200,35676,3447,32229,2,2,0.0,0.0,0.0
serial_virt_tx,23394634200,13685,4448,9237,2,2,0.0,0.0,0.0
ethernet_driver,23394634200,4385763862,489880914,3895882948,690753,539012,18.75,2.09,16.65
net_virt_tx,23394634200,1333429275,154219890,1179209385,144281,143589,5.7,0.66,5.04
net_virt_rx,23394634200,1781940188,481571516,1300368672,680102,456022,7.62,2.06,5.56
client0,23394634200,3170726169,39949744,3130776425,57204,57081,13.55,0.17,13.38
client0_net_copier,23394634200,2897051963,267687204,2629364759,456599,280708,12.38,1.14,11.24
client1,23394634200,3787251,1072193,2715058,845,845,0.02,0.0,0.01
client1_net_copier,23394634200,168119,59524,108595,51,40,0.0,0.0,0.0
timer_driver,23394634200,13010920,3751022,9259898,3150,2385,0.06,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23065396360,14049850482,1149545523,12900304959,1644255,1248730,60.91,4.98,55.93
serial_driver,23065396360,37516,4886,32630,4,4,0.0,0.0,0.0
serial_virt_tx,23065396360,13210,4026,9184,2,2,0.0,0.0,0.0
ethernet_driver,23065396360,4492141275,390434315,4101706960,591525,417133,19.48,1.69,17.78
net_virt_tx,23065396360,1489431579,170778111,1318653468,159282,154770,6.46,0.74,5.72
net_virt_rx,23065396360,1632343600,368477601,1263865999,494643,372026,7.08,1.6,5.48
client0,23065396360,3492692918,40877064,3451815854,58640,58491,15.14,0.18,14.97
client0_net_copier,23065396360,2926258752,174133018,2752125734,270460,177425,12.69,0.75,11.93
client1,23065396360,3778270,1046140,2732130,828,828,0.02,0.0,0.01
client1_net_copier,23065396360,162120,48970,113150,41,29,0.0,0.0,0.0
timer_driver,23065396360,12991242,3741392,9249850,3078,2282,0.06,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,23062251393,14460178187,1090790532,13369387655,1551558,1186950,62.7,4.73,57.97
serial_driver,23062251393,33550,3160,30390,2,2,0.0,0.0,0.0
serial_virt_tx,23062251393,12435,4252,8183,2,2,0.0,0.0,0.0
ethernet_driver,23062251393,4572874849,359677221,4213197628,549684,379633,19.83,1.56,18.27
net_virt_tx,23062251393,1537481423,172256228,1365225195,159763,154321,6.67,0.75,5.92
net_virt_rx,23062251393,1625732777,350490914,1275241863,462364,358912,7.05,1.52,5.53
client0,23062251393,3680474119,44355188,3636118931,64122,64025,15.96,0.19,15.77
client0_net_copier,23062251393,3026399770,158990651,2867409119,241203,156688,13.12,0.69,12.43
client1,23062251393,3928211,1112525,2815686,837,837,0.02,0.0,0.01
client1_net_copier,23062251393,212501,62459,150042,51,35,0.0,0.0,0.0
timer_driver,23062251393,13028552,3837934,9190618,2924,2174,0.06,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
48782020,43502449,2807819,5915761,178536749577,14980389,
52674314,46748132,3030436,6401125,94192607005,15615480,
63053208,55971861,3568409,7629556,38758057323,18239911,
60192176,57723816,3350329,7579038,21983880577,19987118,
67531952,69101623,3676280,8828480,13025622436,22630486,
63170360,71563346,3430605,8970992,14488666359,24315078,
46370256,64714534,2595268,7861045,9356923493,22337553,
35258840,60373772,2051812,7279058,8755813671,20705617,
28169734,59489939,1753992,7247124,12462793549,19976180,
24121341,60415021,1554524,7457673,12082159416,19657681,
21975456,60973200,1327773,7799510,11796902009,20444071,
18690596,60919490,1097901,7941605,11627119792,19630174,
18270492,62996203,1078582,8182626,11536536068,19596823,
