Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
ethernet_driver,32225038313,3158727976,1005431295,2153296681,1278746,1190733,9.8,3.12,6.68
net_virt_tx,32225038313,1166936261,434383609,732552652,430317,430201,3.62,1.35,2.27
net_virt_rx,32225038313,2140145586,1065073440,1075072146,1452119,1059886,6.64,3.31,3.34
client0,32225038313,1641570233,211820818,1429749415,329060,328922,5.09,0.66,4.44
client0_net_copier,32225038313,2006590271,583118178,1423472093,1034873,669339,6.23,1.81,4.42
client1,32225038313,4060183,1046750,3013433,1253,1251,0.01,0.0,0.01
client1_net_copier,32225038313,188737,65496,123241,56,38,0.0,0.0,0.0
timer_driver,32225038313,11671551,3823455,7848096,3840,3151,0.04,0.01,0.02

TEST 6: 300Mb/s
CORE 0 TOTAL,28290579105,11304116576,3406627949,7897488627,4997764,4082059,39.96,12.04,27.92
serial_driver,28290579105,29619,3365,26254,2,2,0.0,0.0,0.0
serial_virt_tx,28290579105,11800,4636,7164,2,2,0.0,0.0,0.0
ethernet_driver,28290579105,3498852448,1034662660,2464189788,1323152,1205863,12.37,3.66,8.71
net_virt_tx,28290579105,1249153950,425683702,823470248,417272,416986,4.42,1.5,2.91
net_virt_rx,28290579105,2312239873,1119948063,1192291810,1520648,1113308,8.17,3.96,4.21
client0,28290579105,1973959763,215845946,1758113817,338432,338282,6.98,0.76,6.21
client0_net_copier,28290579105,2255374767,606077218,1649297549,1072485,692723,7.97,2.14,5.83
client1,28290579105,3577839,852657,2725182,1140,1136,0.01,0.0,0.01
client1_net_copier,28290579105,160935,57401,103534,48,32,0.0,0.0,0.0
timer_driver,28290579105,10755582,3492301,7263281,3649,2839,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26271791448,11491870412,2985657710,8506212702,4415617,3388777,43.74,11.36,32.38
serial_driver,26271791448,29355,3025,26330,2,2,0.0,0.0,0.0
serial_virt_tx,26271791448,11086,4156,6930,2,2,0.0,0.0,0.0
ethernet_driver,26271791448,3624120575,907763133,2716357442,1199340,1044924,13.79,3.46,10.34
net_virt_tx,26271791448,1095691591,299535168,796156423,293331,287615,4.17,1.14,3.03
net_virt_rx,26271791448,2269003118,1058650615,1210352503,1472341,1007888,8.64,4.03,4.61
client0,26271791448,2119012742,164162711,1954850031,252067,251924,8.07,0.62,7.44
client0_net_copier,26271791448,2370222815,551370175,1818852640,1019634,626671,9.02,2.1,6.92
client1,26271791448,3185431,713642,2471789,1011,1010,0.01,0.0,0.01
client1_net_copier,26271791448,112722,41658,71064,38,26,0.0,0.0,0.0
timer_driver,26271791448,10480977,3413427,7067550,3524,2680,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25086297959,11486716744,2361647223,9125069521,3524478,2556968,45.79,9.41,36.37
serial_driver,25086297959,31301,3195,28106,2,2,0.0,0.0,0.0
serial_virt_tx,25086297959,11694,4468,7226,2,2,0.0,0.0,0.0
ethernet_driver,25086297959,3774308107,778672012,2995636095,1083119,879440,15.05,3.1,11.94
net_virt_tx,25086297959,1057446243,228050070,829396173,220978,220783,4.22,0.91,3.31
net_virt_rx,25086297959,2008209747,836912103,1171297644,1185929,778301,8.01,3.34,4.67
client0,25086297959,2263560062,99706158,2163853904,148909,148564,9.02,0.4,8.63
client0_net_copier,25086297959,2368990939,413873392,1955117547,798535,457261,9.44,1.65,7.79
client1,25086297959,3218686,888113,2330573,947,932,0.01,0.0,0.01
client1_net_copier,25086297959,118531,45171,73360,42,31,0.0,0.0,0.0
timer_driver,25086297959,10821434,3492541,7328893,3380,2527,0.04,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24283000927,12211931561,2101733103,10110198458,3087354,2251700,50.29,8.66,41.63
serial_driver,24283000927,32887,3929,28958,3,3,0.0,0.0,0.0
serial_virt_tx,24283000927,11721,4663,7058,2,2,0.0,0.0,0.0
ethernet_driver,24283000927,4063789277,728659232,3335130045,969805,827838,16.74,3.0,13.73
net_virt_tx,24283000927,1108690812,185528857,923161955,177882,173040,4.57,0.76,3.8
net_virt_rx,24283000927,1871037878,736379781,1134658097,1039110,669956,7.71,3.03,4.67
client0,24283000927,2558923534,84779033,2474144501,123367,121002,10.54,0.35,10.19
client0_net_copier,24283000927,2595316384,361825140,2233491244,709363,392841,10.69,1.49,9.2
client1,24283000927,3078142,899769,2178373,887,887,0.01,0.0,0.01
client1_net_copier,24283000927,106782,38158,68624,31,21,0.0,0.0,0.0
timer_driver,24283000927,10944144,3614541,7329603,3209,2429,0.05,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23814568376,12715430476,1725368119,10990062357,2601579,1838187,53.39,7.25,46.15
serial_driver,23814568376,31785,4752,27033,4,4,0.0,0.0,0.0
serial_virt_tx,23814568376,11386,4192,7194,2,2,0.0,0.0,0.0
ethernet_driver,23814568376,4201571838,643915561,3557656277,862443,730254,17.64,2.7,14.94
net_virt_tx,23814568376,1128031343,127645342,1000386001,134796,112351,4.74,0.54,4.2
net_virt_rx,23814568376,1720625936,550144631,1170481305,805031,491617,7.23,2.31,4.91
client0,23814568376,2818970092,39697197,2779272895,56730,56598,11.84,0.17,11.67
client0_net_copier,23814568376,2831967948,359368922,2472599026,674930,380494,11.89,1.51,10.38
client1,23814568376,3048022,876910,2171112,858,858,0.01,0.0,0.01
client1_net_copier,23814568376,112708,44821,67887,41,31,0.0,0.0,0.0
timer_driver,23814568376,11059418,3665791,7393627,3169,2415,0.05,0.02,0.03

TEST 11: 800Mb/s
CORE 0 TOTAL,23391864795,13386661072,1554231920,11832429152,2304602,1658246,57.23,6.64,50.58
serial_driver,23391864795,29830,3000,26830,2,2,0.0,0.0,0.0
serial_virt_tx,23391864795,11581,4313,7268,2,2,0.0,0.0,0.0
ethernet_driver,23391864795,4319413665,548848842,3770564823,762008,615001,18.47,2.35,16.12
net_virt_tx,23391864795,1252288295,141131617,1111156678,128536,128424,5.35,0.6,4.75
net_virt_rx,23391864795,1695769901,509196482,1186573419,731967,467262,7.25,2.18,5.07
client0,23391864795,3137182430,39832081,3097350349,56570,56447,13.41,0.17,13.24
client0_net_copier,23391864795,2967800329,310656465,2657143864,556684,323062,12.69,1.33,11.36
client1,23391864795,3073765,867383,2206382,843,843,0.01,0.0,0.01
client1_net_copier,23391864795,155657,58094,97563,56,42,0.0,0.0,0.0
timer_driver,23391864795,10935619,3633643,7301976,3103,2343,0.05,0.02,0.03

TEST 12: 900Mb/s
CORE 0 TOTAL,23064565960,13978199950,1267496869,12710703081,1831350,1372633,60.6,5.5,55.11
serial_driver,23064565960,29534,3028,26506,2,2,0.0,0.0,0.0
serial_virt_tx,23064565960,11555,4212,7343,2,2,0.0,0.0,0.0
ethernet_driver,23064565960,4426530083,430894439,3995635644,631747,469506,19.19,1.87,17.32
net_virt_tx,23064565960,1424255363,167367724,1256887639,159335,154229,6.18,0.73,5.45
net_virt_rx,23064565960,1612298257,410074060,1202224197,564119,400999,6.99,1.78,5.21
client0,23064565960,3482123688,40966658,3441157030,57781,57651,15.1,0.18,14.92
client0_net_copier,23064565960,3019146852,213879733,2805267119,349160,221887,13.09,0.93,12.16
client1,23064565960,2928408,766355,2162053,831,831,0.01,0.0,0.01
client1_net_copier,23064565960,103810,39633,64177,36,27,0.0,0.0,0.0
timer_driver,23064565960,10772400,3501027,7271373,3241,2416,0.05,0.02,0.03

TEST 13: 1000Mb/s
CORE 0 TOTAL,23059977321,14382481300,1153317311,13229163989,1642982,1266595,62.37,5.0,57.37
serial_driver,23059977321,29654,3216,26438,2,2,0.0,0.0,0.0
serial_virt_tx,23059977321,11799,4657,7142,2,2,0.0,0.0,0.0
ethernet_driver,23059977321,4500587833,379316545,4121271288,568036,412087,19.52,1.64,17.87
net_virt_tx,23059977321,1512339159,178914473,1333424686,168700,165712,6.56,0.78,5.78
net_virt_rx,23059977321,1580850018,369996421,1210853597,496988,374925,6.86,1.6,5.25
client0,23059977321,3685297363,43730313,3641567050,62055,61908,15.98,0.19,15.79
client0_net_copier,23059977321,3089503369,176979885,2912523484,274734,180346,13.4,0.77,12.63
client1,23059977321,2986776,807773,2179003,838,838,0.01,0.0,0.01
client1_net_copier,23059977321,114452,41926,72526,33,22,0.0,0.0,0.0
timer_driver,23059977321,10760877,3522102,7238775,3220,2410,0.05,0.02,0.03

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
38182635,37005027,2305204,5155855,183002162330,9522353,
43262479,41010076,2624211,5800706,94224797087,9938917,
51300596,48842266,3105354,6925713,38821586708,11665197,
51721934,52926780,3059155,7200930,21771995508,14688405,
53681385,60471893,3057038,7784655,12982019540,16793764,
55016343,66386746,3107951,8415792,9840516686,18424147,
45395705,63524804,2469836,7652339,8826317574,19245915,
33636766,58176093,1782933,6767158,12781540446,18744794,
29318583,58900900,1606932,7073538,12152393628,18842262,
22277119,58492573,1373794,7057727,11896999369,18359174,
20508873,59940356,1235360,7466223,11580228205,19562252,
17580924,60938369,1012377,7715649,11382896255,20045321,
16217247,62295414,929083,7931856,11353503017,20066556,
