Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
net_virt_tx,52696263717,1457582645,704064255,753518390,634777,634607,2.77,1.34,1.43
net_virt_rx,52696263717,1834336750,985438398,848898352,1243994,940541,3.48,1.87,1.61
client0,52696263717,2077027303,232440950,1844586353,281141,280677,3.94,0.44,3.5
client0_net_copier,52696263717,1653003535,564261992,1088741543,875341,572477,3.14,1.07,2.07
client1,52696263717,4708443,1377175,3331268,1606,1597,0.01,0.0,0.01
client1_net_copier,52696263717,0,0,0,0,0,0.0,0.0,0.0
timer_driver,52696263717,14953014,6857958,8095056,5604,4441,0.03,0.01,0.02

TEST 5: 200Mb/s
CORE 0 TOTAL,38667638403,14378731746,6005669741,8373062005,8018732,7245804,37.19,15.53,21.65
uart_driver,38667638403,19678,1895,17783,1,1,0.0,0.0,0.0
serial_virt_tx,38667638403,11328,3614,7714,2,2,0.0,0.0,0.0
ethernet_driver,38667638403,5646995975,2581391312,3065604663,3391013,3183058,14.6,6.68,7.93
net_virt_tx,38667638403,2855975284,1869357421,986617863,2115343,2111506,7.39,4.83,2.55
net_virt_rx,38667638403,1760470427,943111239,817359188,1196912,965759,4.55,2.44,2.11
client0,38667638403,2482815830,149434520,2333381310,180303,180189,6.42,0.39,6.03
client0_net_copier,38667638403,1617527937,456161293,1161366644,664578,445483,4.18,1.18,3.0
client1,38667638403,3675589,1064106,2611483,1255,1243,0.01,0.0,0.01
client1_net_copier,38667638403,0,0,0,0,0,0.0,0.0,0.0
timer_driver,38667638403,11239698,5144341,6095357,4263,3321,0.03,0.01,0.02

TEST 6: 300Mb/s
CORE 0 TOTAL,33946810263,15388619280,6333062660,9055556620,8522572,8064851,45.33,18.66,26.68
uart_driver,33946810263,20201,2517,17684,1,1,0.0,0.0,0.0
serial_virt_tx,33946810263,10236,3640,6596,2,2,0.0,0.0,0.0
ethernet_driver,33946810263,6422075554,2812212643,3609862911,4021626,3824508,18.92,8.28,10.63
net_virt_tx,33946810263,4129365775,3071043730,1058322045,3676776,3676776,12.16,9.05,3.12
net_virt_rx,33946810263,751019885,215928508,535091377,267549,201836,2.21,0.64,1.58
client0,33946810263,2807563494,55690946,2751872548,67217,67210,8.27,0.16,8.11
client0_net_copier,33946810263,1265685638,172862385,1092823253,197239,131498,3.73,0.51,3.22
client1,33946810263,3273665,971612,2302053,1099,1097,0.01,0.0,0.01
client1_net_copier,33946810263,10291,4857,5434,3,2,0.0,0.0,0.0
timer_driver,33946810263,9594541,4341822,5252719,3451,2642,0.03,0.01,0.02

TEST 7: 400Mb/s
CORE 0 TOTAL,31539004453,15504280604,5540636739,9963643865,7438389,7007689,49.16,17.57,31.59
uart_driver,31539004453,21599,3502,18097,2,2,0.0,0.0,0.0
serial_virt_tx,31539004453,10736,4035,6701,2,2,0.0,0.0,0.0
ethernet_driver,31539004453,6026222712,2448432401,3577790311,3494844,3310257,19.11,7.76,11.34
net_virt_tx,31539004453,3737025048,2666679653,1070345395,3177214,3177214,11.85,8.46,3.39
net_virt_rx,31539004453,808918270,201449190,607469080,246960,185431,2.56,0.64,1.93
client0,31539004453,3416099232,52823084,3363276148,63010,62752,10.83,0.17,10.66
client0_net_copier,31539004453,1502801138,166081298,1336719840,184656,122866,4.76,0.53,4.24
client1,31539004453,3068052,875277,2192775,958,958,0.01,0.0,0.01
client1_net_copier,31539004453,0,0,0,0,0,0.0,0.0,0.0
timer_driver,31539004453,10113817,4288299,5825518,4210,3162,0.03,0.01,0.02

TEST 8: 500Mb/s
CORE 0 TOTAL,30101135289,15982347741,5010410022,10971937719,6708138,6295157,53.1,16.65,36.45
uart_driver,30101135289,20642,2495,18147,1,1,0.0,0.0,0.0
serial_virt_tx,30101135289,10747,4168,6579,2,2,0.0,0.0,0.0
ethernet_driver,30101135289,5787569623,2202170640,3585398983,3139069,2961643,19.23,7.32,11.91
net_virt_tx,30101135289,3493015809,2392248279,1100767530,2835338,2835338,11.6,7.95,3.66
net_virt_rx,30101135289,888190214,195735060,692455154,237566,178402,2.95,0.65,2.3
client0,30101135289,4033582291,50850174,3982732117,60475,60352,13.4,0.17,13.23
client0_net_copier,30101135289,1766548246,163983565,1602564681,177598,118290,5.87,0.54,5.32
client1,30101135289,3075876,1007821,2068055,1113,1108,0.01,0.0,0.01
client1_net_copier,30101135289,0,0,0,0,0,0.0,0.0,0.0
timer_driver,30101135289,10334293,4407820,5926473,3815,2810,0.03,0.01,0.02

TEST 9: 600Mb/s
CORE 0 TOTAL,29141333798,16628354445,4516025531,12112328914,6025400,5623281,57.06,15.5,41.56
uart_driver,29141333798,20312,1924,18388,1,1,0.0,0.0,0.0
serial_virt_tx,29141333798,11014,4377,6637,2,2,0.0,0.0,0.0
ethernet_driver,29141333798,5643384234,1972515077,3670869157,2803903,2630644,19.37,6.77,12.6
net_virt_tx,29141333798,3263225989,2132133884,1131092105,2508208,2508208,11.2,7.32,3.88
net_virt_rx,29141333798,971728281,193462606,778265675,232028,174261,3.33,0.66,2.67
client0,29141333798,4695211178,50644627,4644566551,58876,58756,16.11,0.17,15.94
client0_net_copier,29141333798,2041552966,161940839,1879612127,173393,115497,7.01,0.56,6.45
client1,29141333798,2983842,925703,2058139,934,908,0.01,0.0,0.01
client1_net_copier,29141333798,0,0,0,0,0,0.0,0.0,0.0
timer_driver,29141333798,10236629,4396494,5840135,3758,2727,0.04,0.02,0.02

TEST 10: 700Mb/s
CORE 0 TOTAL,28582057794,17402279606,4148539717,13253739889,5536742,5140672,60.89,14.51,46.37
uart_driver,28582057794,20494,2823,17671,1,1,0.0,0.0,0.0
serial_virt_tx,28582057794,11551,4893,6658,2,2,0.0,0.0,0.0
ethernet_driver,28582057794,5607542123,1807724971,3799817152,2563423,2393332,19.62,6.32,13.29
net_virt_tx,28582057794,3098950881,1929186803,1169764078,2255001,2255001,10.84,6.75,4.09
net_virt_rx,28582057794,1062295152,194765821,867529331,227898,171180,3.72,0.68,3.04
client0,28582057794,5293951785,50221202,5243730583,58153,57920,18.52,0.18,18.35
client0_net_copier,28582057794,2327983192,162120471,2165862721,170433,113391,8.14,0.57,7.58
client1,28582057794,2829857,827768,2002089,884,884,0.01,0.0,0.01
client1_net_copier,28582057794,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28582057794,8694571,3684965,5009606,3378,2457,0.03,0.01,0.02

TEST 11: 800Mb/s
CORE 0 TOTAL,28070337202,18440216282,3763798327,14676417955,5007738,4616833,65.69,13.41,52.28
uart_driver,28070337202,19228,1824,17404,1,1,0.0,0.0,0.0
serial_virt_tx,28070337202,10334,3772,6562,2,2,0.0,0.0,0.0
ethernet_driver,28070337202,5517360534,1625817316,3891543218,2301683,2133032,19.66,5.79,13.86
net_virt_tx,28070337202,2927161131,1722805309,1204355822,1997095,1997095,10.43,6.14,4.29
net_virt_rx,28070337202,1165171186,197461542,967709644,226126,169909,4.15,0.7,3.45
client0,28070337202,5924954678,50501658,5874453020,57655,57621,21.11,0.18,20.93
client0_net_copier,28070337202,2894605295,162585765,2732019530,168775,112526,10.31,0.58,9.73
client1,28070337202,2981118,1033049,1948069,1031,1023,0.01,0.0,0.01
client1_net_copier,28070337202,20321,8685,11636,6,4,0.0,0.0,0.0
timer_driver,28070337202,7932457,3579407,4353050,2757,2171,0.03,0.01,0.02

TEST 12: 900Mb/s
CORE 0 TOTAL,27931095443,19469112792,3560422950,15908689842,4713050,4321377,69.7,12.75,56.96
uart_driver,27931095443,20439,2062,18377,1,1,0.0,0.0,0.0
serial_virt_tx,27931095443,11168,3777,7391,2,2,0.0,0.0,0.0
ethernet_driver,27931095443,5518870886,1525389041,3993481845,2154556,1985455,19.76,5.46,14.3
net_virt_tx,27931095443,2826359878,1613643933,1212715945,1861391,1861391,10.12,5.78,4.34
net_virt_rx,27931095443,1211762295,199584658,1012177637,227161,170792,4.34,0.71,3.62
client0,27931095443,6181218591,51820532,6129398059,57755,57643,22.13,0.19,21.94
client0_net_copier,27931095443,3719084135,165137105,3553947030,169256,112793,13.32,0.59,12.72
client1,27931095443,2971903,993614,1978289,951,927,0.01,0.0,0.01
client1_net_copier,27931095443,0,0,0,0,0,0.0,0.0,0.0
timer_driver,27931095443,8813497,3848228,4965269,3202,2353,0.03,0.01,0.02

TEST 13: 1000Mb/s
CORE 0 TOTAL,28143189052,19225294262,3592677495,15632616767,4731053,4334020,68.31,12.77,55.55
uart_driver,28143189052,20386,2557,17829,1,1,0.0,0.0,0.0
serial_virt_tx,28143189052,10234,3893,6341,2,2,0.0,0.0,0.0
ethernet_driver,28143189052,5566761974,1528440617,4038321357,2160567,1989039,19.78,5.43,14.35
net_virt_tx,28143189052,2834744744,1637723553,1197021191,1892185,1892185,10.07,5.82,4.25
net_virt_rx,28143189052,1190472920,201532224,988940696,230347,173163,4.23,0.72,3.51
client0,28143189052,6005509116,51454118,5954054998,58592,58478,21.34,0.18,21.16
client0_net_copier,28143189052,3614352907,168045788,3446307119,171733,114419,12.84,0.6,12.25
client1,28143189052,2820340,835618,1984722,824,813,0.01,0.0,0.01
client1_net_copier,28143189052,10298,4342,5956,3,2,0.0,0.0,0.0
timer_driver,28143189052,10591343,4634785,5956558,3708,2659,0.04,0.02,0.02

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
21211839,32375107,5956818,27172540,1092698016,10681766,
22936696,34814286,6326500,29257491,3263446370,10850592,
27874970,42457371,7587056,35579575,332220389,12432398,
28516031,46360160,7910297,37775172,1890728851,17087984,
21496809,43867616,7206509,39433227,1215197088,17249759,
8164314,33706851,5103608,32159676,1683136586,9828631,
7677077,38953316,4494094,30212563,343128940,10098264,
7351127,44809273,4104832,29235451,3802343412,10376684,
7159182,51301247,3738640,30343087,3230039803,10659091,
7000088,55191776,3470715,29684732,2870239344,11092139,
6905807,61000029,3194214,29692175,2342838527,11241725,
6971813,65823625,3081925,29996927,1676249416,11657936,
7118005,64334998,3112527,30007588,1857088489,11823339,
