Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
ethernet_driver,138029944931,2437366590,833503230,1603863360,1018926,1011199,1.77,0.6,1.16
net_virt_tx,138029944931,1058113823,394543464,663570359,395421,395421,0.77,0.29,0.48
net_virt_rx,138029944931,1515332085,698481277,816850808,942577,708272,1.1,0.51,0.59
client0,138029944931,972047958,150914392,821133566,242739,242652,0.7,0.11,0.59
client0_net_copier,138029944931,1293863273,408029023,885834250,706673,472315,0.94,0.3,0.64
client1,138029944931,12254783,3432368,8822415,5388,5388,0.01,0.0,0.01
client1_net_copier,138029944931,2156277,679355,1476922,866,579,0.0,0.0,0.0
timer_driver,138029944931,39515949,8525179,30990770,14980,13148,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67542442764,8620323830,2915968213,5704355617,4414280,3805274,12.76,4.32,8.45
serial_driver,67542442764,32867,2827,30040,2,2,0.0,0.0,0.0
serial_virt_tx,67542442764,13338,3670,9668,2,2,0.0,0.0,0.0
ethernet_driver,67542442764,2961465541,993234429,1968231112,1239879,1212695,4.38,1.47,2.91
net_virt_tx,67542442764,1229067994,460961982,768106012,462869,462869,1.82,0.68,1.14
net_virt_rx,67542442764,1776600382,812824106,963776276,1110937,816155,2.63,1.2,1.43
client0,67542442764,1110120362,163770406,946349956,261224,261037,1.64,0.24,1.4
client0_net_copier,67542442764,1508707549,475756363,1032951186,833872,548914,2.23,0.7,1.53
client1,67542442764,9150857,2199306,6951551,2690,2690,0.01,0.0,0.01
client1_net_copier,67542442764,890377,271816,618561,322,214,0.0,0.0,0.0
timer_driver,67542442764,24274563,6943308,17331255,7592,6478,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43891245445,9643833242,3134236725,6509596517,4676036,3991375,21.97,7.14,14.83
serial_driver,43891245445,34195,2777,31418,2,2,0.0,0.0,0.0
serial_virt_tx,43891245445,13634,4173,9461,2,2,0.0,0.0,0.0
ethernet_driver,43891245445,3084907323,1006587529,2078319794,1259511,1207236,7.03,2.29,4.74
net_virt_tx,43891245445,1339877488,481027447,858850041,478166,478121,3.05,1.1,1.96
net_virt_rx,43891245445,2025347055,910003410,1115343645,1255790,942964,4.61,2.07,2.54
client0,43891245445,1388042666,194026084,1194016582,310709,310510,3.16,0.44,2.72
client0_net_copier,43891245445,1779747009,535361747,1244385262,930385,620156,4.05,1.22,2.84
client1,43891245445,6950853,1559100,5391753,1793,1792,0.02,0.0,0.01
client1_net_copier,43891245445,829598,259817,569781,301,202,0.0,0.0,0.0
timer_driver,43891245445,18083421,5404641,12678780,5128,4235,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32224344025,11211628403,3395373900,7816254503,5004223,4190261,34.79,10.54,24.26
serial_driver,32224344025,32591,2939,29652,2,2,0.0,0.0,0.0
serial_virt_tx,32224344025,13303,3910,9393,2,2,0.0,0.0,0.0
ethernet_driver,32224344025,3461884719,1053363389,2408521330,1318545,1231389,10.74,3.27,7.47
net_virt_tx,32224344025,1454747134,487765446,966981688,478976,478831,4.51,1.51,3.0
net_virt_rx,32224344025,2340674297,1030532326,1310141971,1416359,1057159,7.26,3.2,4.07
client0,32224344025,1786451118,219013388,1567437730,348398,348209,5.54,0.68,4.86
client0_net_copier,32224344025,2148977069,599409993,1549567076,1045091,689985,6.67,1.86,4.81
client1,32224344025,4872776,1083277,3789499,1302,1299,0.02,0.0,0.01
client1_net_copier,32224344025,312739,93209,219530,86,59,0.0,0.0,0.0
timer_driver,32224344025,13662657,4106023,9556634,3967,3188,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28287414288,11240752087,2975265838,8265486249,4401721,3513146,39.74,10.52,29.22
serial_driver,28287414288,32752,3153,29599,2,2,0.0,0.0,0.0
serial_virt_tx,28287414288,13043,3468,9575,2,2,0.0,0.0,0.0
ethernet_driver,28287414288,3582043725,931671145,2650372580,1209600,1084821,12.66,3.29,9.37
net_virt_tx,28287414288,1226211990,354055123,872156867,342196,340750,4.33,1.25,3.08
net_virt_rx,28287414288,2306591211,990135712,1316455499,1377495,978805,8.15,3.5,4.65
client0,28287414288,1909674429,172412480,1737261949,269265,269130,6.75,0.61,6.14
client0_net_copier,28287414288,2198758720,522232429,1676526291,948233,595706,7.77,1.85,5.93
client1,28287414288,4546639,907600,3639039,1192,1190,0.02,0.0,0.01
client1_net_copier,28287414288,614430,200271,414159,220,151,0.0,0.0,0.0
timer_driver,28287414288,12265148,3644457,8620691,3605,2846,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26282838255,11987535296,2901777244,9085758052,4228046,3269571,45.61,11.04,34.57
serial_driver,26282838255,35703,3947,31756,3,3,0.0,0.0,0.0
serial_virt_tx,26282838255,13257,3843,9414,2,2,0.0,0.0,0.0
ethernet_driver,26282838255,3722023141,864532236,2857490905,1135062,977931,14.16,3.29,10.87
net_virt_tx,26282838255,1183339821,301759526,881580295,287648,287254,4.5,1.15,3.35
net_virt_rx,26282838255,2451394066,1055337777,1396056289,1454567,1037866,9.33,4.02,5.31
client0,26282838255,2219759006,187673412,2032085594,290050,289838,8.45,0.71,7.73
client0_net_copier,26282838255,2394546352,488030048,1906516304,922566,550927,9.11,1.86,7.25
client1,26282838255,4191439,786700,3404739,1105,1091,0.02,0.0,0.01
client1_net_copier,26282838255,484059,160261,323798,178,124,0.0,0.0,0.0
timer_driver,26282838255,11748452,3489494,8258958,3535,2709,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25083943503,11779150112,2257824623,9521325489,3337624,2451318,46.96,9.0,37.96
serial_driver,25083943503,35269,5133,30136,3,3,0.0,0.0,0.0
serial_virt_tx,25083943503,13072,3671,9401,2,2,0.0,0.0,0.0
ethernet_driver,25083943503,3925415277,789960736,3135454541,1074070,895870,15.65,3.15,12.5
net_virt_tx,25083943503,1083987237,205943358,878043879,200114,198661,4.32,0.82,3.5
net_virt_rx,25083943503,2049862410,776482064,1273380346,1091772,722648,8.17,3.1,5.08
client0,25083943503,2306527081,106054169,2200472912,156996,156283,9.2,0.42,8.77
client0_net_copier,25083943503,2398016302,375228970,2022787332,741776,411209,9.56,1.5,8.06
client1,25083943503,3641249,672501,2968748,947,944,0.01,0.0,0.01
client1_net_copier,25083943503,233577,77157,156420,76,54,0.0,0.0,0.0
timer_driver,25083943503,11418638,3396864,8021774,3356,2534,0.05,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24279266024,12252901326,1930821270,10322080056,2869808,2084520,50.47,7.95,42.51
serial_driver,24279266024,34228,4001,30227,3,3,0.0,0.0,0.0
serial_virt_tx,24279266024,15527,4183,11344,2,2,0.0,0.0,0.0
ethernet_driver,24279266024,4107542931,690785643,3416757288,933143,787501,16.92,2.85,14.07
net_virt_tx,24279266024,1155428396,178020125,977408271,178424,164804,4.76,0.73,4.03
net_virt_rx,24279266024,1847693586,641160316,1206533270,921588,586953,7.61,2.64,4.97
client0,24279266024,2549811858,73742893,2476068965,104246,102467,10.5,0.3,10.2
client0_net_copier,24279266024,2577052417,342982928,2234069489,663874,375137,10.61,1.41,9.2
client1,24279266024,3736709,685138,3051571,927,927,0.02,0.0,0.01
client1_net_copier,24279266024,486684,166384,320300,193,138,0.0,0.0,0.0
timer_driver,24279266024,11098990,3269659,7829331,3254,2447,0.05,0.01,0.03

TEST 10: 700Mb/s
CORE 0 TOTAL,23815993606,12875392054,1696517642,11178874412,2558340,1811399,54.06,7.12,46.94
serial_driver,23815993606,36362,3942,32420,3,3,0.0,0.0,0.0
serial_virt_tx,23815993606,13189,3698,9491,2,2,0.0,0.0,0.0
ethernet_driver,23815993606,4213215745,622103032,3591112713,836417,702204,17.69,2.61,15.08
net_virt_tx,23815993606,1174149332,128751569,1045397763,125971,114917,4.93,0.54,4.39
net_virt_rx,23815993606,1793459354,544455256,1249004098,805939,491808,7.53,2.29,5.24
client0,23815993606,2813054289,38157179,2774897110,55424,55327,11.81,0.16,11.65
client0_net_copier,23815993606,2865017877,358332634,2506685243,666381,379701,12.03,1.5,10.53
client1,23815993606,3784570,915209,2869361,880,880,0.02,0.0,0.01
client1_net_copier,23815993606,358337,123876,234461,131,97,0.0,0.0,0.0
timer_driver,23815993606,12302999,3671247,8631752,3127,2407,0.05,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23391879057,13475348044,1486763757,11988584287,2172165,1590254,57.61,6.36,51.25
serial_driver,23391879057,33132,3111,30021,2,2,0.0,0.0,0.0
serial_virt_tx,23391879057,13234,3858,9376,2,2,0.0,0.0,0.0
ethernet_driver,23391879057,4349381864,516542469,3832839395,718543,570078,18.59,2.21,16.39
net_virt_tx,23391879057,1298011789,151474991,1146536798,139380,139066,5.55,0.65,4.9
net_virt_rx,23391879057,1730832048,491535955,1239296093,697596,461156,7.4,2.1,5.3
client0,23391879057,3141155946,39408163,3101747783,56816,56766,13.43,0.17,13.26
client0_net_copier,23391879057,2939426326,282876594,2656549732,490908,294889,12.57,1.21,11.36
client1,23391879057,3607096,997772,2609324,844,844,0.02,0.0,0.01
client1_net_copier,23391879057,95567,35415,60152,34,26,0.0,0.0,0.0
timer_driver,23391879057,12791042,3885429,8905613,2882,2280,0.05,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23067012513,14058457245,1207459087,12850998158,1730069,1308783,60.95,5.23,55.71
serial_driver,23067012513,33093,3235,29858,2,2,0.0,0.0,0.0
serial_virt_tx,23067012513,13031,3666,9365,2,2,0.0,0.0,0.0
ethernet_driver,23067012513,4458808613,412004598,4046804015,612136,443705,19.33,1.79,17.54
net_virt_tx,23067012513,1468110486,169771550,1298338936,159844,154256,6.36,0.74,5.63
net_virt_rx,23067012513,1631621468,387358952,1244262516,525525,386106,7.07,1.68,5.39
client0,23067012513,3479809531,40654512,3439155019,58189,58139,15.09,0.18,14.91
client0_net_copier,23067012513,3003090300,192585749,2810504551,305186,198065,13.02,0.83,12.18
client1,23067012513,3852182,1032856,2819326,858,858,0.02,0.0,0.01
client1_net_copier,23067012513,324319,111336,212983,113,80,0.0,0.0,0.0
timer_driver,23067012513,12794222,3932633,8861589,2839,2208,0.06,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,23053352220,14469144583,1102703280,13366441303,1561311,1198542,62.76,4.78,57.98
serial_driver,23053352220,36750,4049,32701,3,3,0.0,0.0,0.0
serial_virt_tx,23053352220,14049,4293,9756,2,2,0.0,0.0,0.0
ethernet_driver,23053352220,4531471251,362571173,4168900078,549352,383619,19.66,1.57,18.08
net_virt_tx,23053352220,1537606365,176450225,1361156140,165301,159146,6.67,0.77,5.9
net_virt_rx,23053352220,1607356586,355355807,1252000779,470595,362893,6.97,1.54,5.43
client0,23053352220,3688736779,43044813,3645691966,62353,62157,16.0,0.19,15.81
client0_net_copier,23053352220,3086954004,160537260,2926416744,241349,159332,13.39,0.7,12.69
client1,23053352220,3765639,857872,2907767,856,856,0.02,0.0,0.01
client1_net_copier,23053352220,337055,111408,225647,112,75,0.0,0.0,0.0
timer_driver,23053352220,12866105,3766380,9099725,3232,2387,0.06,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
56461327,40477721,2967345,5804211,178360006410,14209808,
62148164,43991129,3209863,6418699,93995983513,14751918,
71120647,51293246,3692020,7381246,42925498573,17539172,
77934449,58309065,3964876,8227533,25614324578,20732139,
83659636,67929779,4265169,9276282,16704530950,23683612,
68396349,64759287,3435605,8233051,14389602763,23431232,
65507904,66471047,3136683,8110718,12982090223,23948962,
45736720,60662755,2265813,7179656,12690523502,21864056,
36152375,59002797,1904614,7100421,12211246431,20718554,
28684305,59847986,1658047,7298072,11869728019,19991875,
26865511,61051517,1471550,7666202,11592500960,20628439,
23292652,61643018,1252338,7882806,11390984436,20239194,
21729420,63162106,1172570,8128252,11348505667,20135917,
