Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
CORE 0 TOTAL,31543973381,15592094940,5745637192,9846457748,7727298,7298504,49.43,18.21,31.22
uart_driver,31543973381,20514,2776,17738,1,1,0.0,0.0,0.0
serial_virt_tx,31543973381,11000,4555,6445,2,2,0.0,0.0,0.0
ethernet_driver,31543973381,5985895055,2539220135,3446674920,3640290,3456501,18.98,8.05,10.93
net_virt_tx,31543973381,3871909757,2782886323,1089023434,3322422,3322422,12.27,8.82,3.45
net_virt_rx,31543973381,809524019,199685032,609838987,245903,184639,2.57,0.63,1.93
client0,31543973381,3389979986,51629647,3338350339,62397,62133,10.75,0.16,10.58
client0_net_copier,31543973381,1520232812,166555076,1353677736,183853,122331,4.82,0.53,4.29
client1,31543973381,2973792,873090,2100702,967,967,0.01,0.0,0.01
client1_net_copier,31543973381,0,0,0,0,0,0.0,0.0,0.0
timer_driver,31543973381,11548005,4780558,6767447,4550,3207,0.04,0.02,0.02

TEST 8: 500Mb/s
CORE 0 TOTAL,30103584661,16096241928,5220814524,10875427404,7002217,6591693,53.47,17.34,36.13
uart_driver,30103584661,20549,1974,18575,1,1,0.0,0.0,0.0
serial_virt_tx,30103584661,10825,4300,6525,2,2,0.0,0.0,0.0
ethernet_driver,30103584661,5785045440,2295137605,3489907835,3287463,3111150,19.22,7.62,11.59
net_virt_tx,30103584661,3631049920,2511582326,1119467594,2984303,2984303,12.06,8.34,3.72
net_virt_rx,30103584661,884550969,193798149,690752820,236114,177315,2.94,0.64,2.29
client0,30103584661,4011161172,51863710,3959297462,60185,59941,13.32,0.17,13.15
client0_net_copier,30103584661,1770711328,162878738,1607832590,176677,117529,5.88,0.54,5.34
client1,30103584661,2773023,824473,1948550,853,853,0.01,0.0,0.01
client1_net_copier,30103584661,0,0,0,0,0,0.0,0.0,0.0
timer_driver,30103584661,10918702,4723249,6195453,3848,2735,0.04,0.02,0.02

TEST 9: 600Mb/s
CORE 0 TOTAL,29137867818,16727509938,4754036360,11973473578,6354919,5955967,57.41,16.32,41.09
uart_driver,29137867818,20765,2115,18650,1,1,0.0,0.0,0.0
serial_virt_tx,29137867818,12085,3943,8142,2,2,0.0,0.0,0.0
ethernet_driver,29137867818,5611179835,2077312367,3533867468,2969899,2797648,19.26,7.13,12.13
net_virt_tx,29137867818,3423197180,2266276936,1156920244,2676075,2676075,11.75,7.78,3.97
net_virt_rx,29137867818,968442873,191900482,776542391,230670,173249,3.32,0.66,2.67
client0,29137867818,4665451956,50406159,4615045797,58744,58710,16.01,0.17,15.84
client0_net_copier,29137867818,2046228919,162644491,1883584428,172444,114946,7.02,0.56,6.46
client1,29137867818,2840995,936100,1904895,924,915,0.01,0.0,0.01
client1_net_copier,29137867818,0,0,0,0,0,0.0,0.0,0.0
timer_driver,29137867818,10135330,4553767,5581563,3330,2510,0.03,0.02,0.02

TEST 10: 700Mb/s
CORE 0 TOTAL,28575427387,17441390043,4350606658,13090783385,5814814,5420916,61.04,15.22,45.81
uart_driver,28575427387,20349,2003,18346,1,1,0.0,0.0,0.0
serial_virt_tx,28575427387,10682,3951,6731,2,2,0.0,0.0,0.0
ethernet_driver,28575427387,5545535568,1895716717,3649818851,2703137,2533622,19.41,6.63,12.77
net_virt_tx,28575427387,3232857781,2043675824,1189181957,2396400,2396400,11.31,7.15,4.16
net_virt_rx,28575427387,1060794191,193967553,866826638,227278,170694,3.71,0.68,3.03
client0,28575427387,5267370910,49246952,5218123958,57828,57595,18.43,0.17,18.26
client0_net_copier,28575427387,2321594109,162485328,2159108781,169834,112992,8.12,0.57,7.56
client1,28575427387,2684788,813253,1871535,835,835,0.01,0.0,0.01
client1_net_copier,28575427387,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28575427387,10521665,4695077,5826588,3501,2471,0.04,0.02,0.02

TEST 11: 800Mb/s
CORE 0 TOTAL,28070849157,18872427742,4045452055,14826975687,5395783,5008736,67.23,14.41,52.82
uart_driver,28070849157,19705,2265,17440,1,1,0.0,0.0,0.0
serial_virt_tx,28070849157,10386,3594,6792,2,2,0.0,0.0,0.0
ethernet_driver,28070849157,5510917185,1753912644,3757004541,2497613,2330426,19.63,6.25,13.38
net_virt_tx,28070849157,3107160081,1878721079,1228439002,2194182,2194182,11.07,6.69,4.38
net_virt_rx,28070849157,1172254825,194416342,977838483,224105,168371,4.18,0.69,3.48
client0,28070849157,5897693315,49735173,5847958142,57249,57227,21.01,0.18,20.83
client0_net_copier,28070849157,3171676573,163305179,3008371394,167562,111696,11.3,0.58,10.72
client1,28070849157,2683808,846193,1837615,857,857,0.01,0.0,0.01
client1_net_copier,28070849157,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28070849157,10011864,4509586,5502278,3180,2284,0.04,0.02,0.02

TEST 12: 900Mb/s
CORE 0 TOTAL,27927478896,19548434403,3837366519,15711067884,5097021,4708181,70.0,13.74,56.26
uart_driver,27927478896,20670,2967,17703,1,1,0.0,0.0,0.0
serial_virt_tx,27927478896,10424,4062,6362,2,2,0.0,0.0,0.0
ethernet_driver,27927478896,5484597678,1651371576,3833226102,2348104,2180275,19.64,5.91,13.73
net_virt_tx,27927478896,3001383387,1768127869,1233255518,2055422,2055422,10.75,6.33,4.42
net_virt_rx,27927478896,1206867576,197141349,1009726227,225467,169503,4.32,0.71,3.62
client0,27927478896,6133971341,50285812,6083685529,57136,57005,21.96,0.18,21.78
client0_net_copier,27927478896,3709598683,165660941,3543937742,168077,111964,13.28,0.59,12.69
client1,27927478896,2725242,850635,1874607,891,888,0.01,0.0,0.01
client1_net_copier,27927478896,0,0,0,0,0,0.0,0.0,0.0
timer_driver,27927478896,9259402,3921308,5338094,3489,2550,0.03,0.01,0.02

TEST 13: 1000Mb/s
CORE 0 TOTAL,28188265408,19164721671,3833513483,15331208188,5101205,4708275,67.99,13.6,54.39
uart_driver,28188265408,20349,1873,18476,1,1,0.0,0.0,0.0
serial_virt_tx,28188265408,11701,3852,7849,2,2,0.0,0.0,0.0
ethernet_driver,28188265408,5541173003,1651216943,3889956060,2348058,2178705,19.66,5.86,13.8
net_virt_tx,28188265408,2969912052,1762602207,1207309845,2048521,2048521,10.54,6.25,4.28
net_virt_rx,28188265408,1176471352,198003575,978467777,227078,170615,4.17,0.7,3.47
client0,28188265408,5891074317,50985151,5840089166,57673,57445,20.9,0.18,20.72
client0_net_copier,28188265408,3574861999,166247938,3408614061,169757,112957,12.68,0.59,12.09
client1,28188265408,2638828,767559,1871269,803,801,0.01,0.0,0.01
client1_net_copier,28188265408,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28188265408,8558070,3684385,4873685,3313,2414,0.03,0.01,0.02

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
18118747,31800573,5584859,26822714,1167052635,9269803,
19296526,33944901,5815857,28543161,3392992126,9423673,
22146660,39903393,6678711,33436330,709978047,11530696,
26112103,47489895,7716820,38887653,1693667841,15684423,
17658901,43366628,7151374,39820075,1083022019,15878193,
7015895,33579276,5228530,32723760,1442007926,9880314,
6654065,39210224,4619166,30871754,98942330,10275625,
6358050,44770196,4223895,30051691,3519260552,10454894,
6208672,50900594,3887675,30630054,2931177454,10788320,
6111188,55289138,3612411,30281217,2596611099,11297987,
5999860,61732239,3386021,31637843,1729097598,11429116,
5919675,65654141,3240149,31891252,1317862509,11815535,
6032167,63379371,3246594,31316469,1565610016,12117421,
