Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
client0_net_copier,33949532257,1293729259,179023925,1114705334,202696,135053,3.81,0.53,3.28
client1,33949532257,3216785,943227,2273558,1029,1002,0.01,0.0,0.01
client1_net_copier,33949532257,0,0,0,0,0,0.0,0.0,0.0
timer_driver,33949532257,10444168,4773763,5670405,3874,2982,0.03,0.01,0.02

TEST 7: 400Mb/s
CORE 0 TOTAL,31544721005,14801303474,3904893869,10896409605,4984539,4539294,46.92,12.38,34.54
uart_driver,31544721005,19604,1973,17631,1,1,0.0,0.0,0.0
serial_virt_tx,31544721005,10663,3322,7341,2,2,0.0,0.0,0.0
ethernet_driver,31544721005,6234091646,1649306726,4584784920,2260246,2069500,19.76,5.23,14.53
net_virt_tx,31544721005,740134399,113401516,626732883,63610,63610,2.35,0.36,1.99
net_virt_rx,31544721005,2827848569,1910179643,917668926,2134764,2071177,8.96,6.06,2.91
client0,31544721005,3443964415,52914891,3391049524,64771,64551,10.92,0.17,10.75
client0_net_copier,31544721005,1540105103,172881826,1367223277,190857,127068,4.88,0.55,4.33
client1,31544721005,3058961,901972,2156989,935,935,0.01,0.0,0.01
client1_net_copier,31544721005,0,0,0,0,0,0.0,0.0,0.0
timer_driver,31544721005,12070114,5302000,6768114,4604,3247,0.04,0.02,0.02

TEST 8: 500Mb/s
CORE 0 TOTAL,30101768129,15314900913,3403198246,11911702667,4316760,3893715,50.88,11.31,39.57
uart_driver,30101768129,20797,2676,18121,1,1,0.0,0.0,0.0
serial_virt_tx,30101768129,10307,3813,6494,2,2,0.0,0.0,0.0
ethernet_driver,30101768129,6019560170,1417285512,4602274658,1938039,1754691,20.0,4.71,15.29
net_virt_tx,30101768129,820295945,114217914,706078031,61148,61148,2.73,0.38,2.35
net_virt_rx,30101768129,2598233360,1644298445,953934915,1819481,1758356,8.63,5.46,3.17
client0,30101768129,4075443710,52903788,4022539922,62297,62176,13.54,0.18,13.36
client0_net_copier,30101768129,1786766623,168287648,1618478975,183454,122207,5.94,0.56,5.38
client1,30101768129,3071731,1013877,2057854,884,867,0.01,0.0,0.01
client1_net_copier,30101768129,0,0,0,0,0,0.0,0.0,0.0
timer_driver,30101768129,11498270,5184573,6313697,3854,2826,0.04,0.02,0.02

TEST 9: 600Mb/s
CORE 0 TOTAL,29142536822,15958771111,2923117714,13035653397,3679025,3262552,54.76,10.03,44.73
uart_driver,29142536822,20778,2715,18063,1,1,0.0,0.0,0.0
serial_virt_tx,29142536822,10592,3963,6629,2,2,0.0,0.0,0.0
ethernet_driver,29142536822,5880851859,1193158811,4687693048,1623314,1444058,20.18,4.09,16.09
net_virt_tx,29142536822,889074268,115523410,773550858,59791,59791,3.05,0.4,2.65
net_virt_rx,29142536822,2377029479,1386217782,990811697,1508260,1448502,8.16,4.76,3.4
client0,29142536822,4731322160,51979082,4679343078,61199,60962,16.24,0.18,16.06
client0_net_copier,29142536822,2065885606,170088966,1895796640,179491,119431,7.09,0.58,6.51
client1,29142536822,2968277,935755,2032522,879,879,0.01,0.0,0.01
client1_net_copier,29142536822,10031,4718,5313,3,2,0.0,0.0,0.0
timer_driver,29142536822,11598061,5202512,6395549,3905,2777,0.04,0.02,0.02

TEST 10: 700Mb/s
CORE 0 TOTAL,28586760754,16663469614,2544382610,14119087004,3204999,2796769,58.29,8.9,49.39
uart_driver,28586760754,20231,1954,18277,1,1,0.0,0.0,0.0
serial_virt_tx,28586760754,11514,4730,6784,2,2,0.0,0.0,0.0
ethernet_driver,28586760754,5796063605,1027134495,4768929110,1390465,1213849,20.28,3.59,16.68
net_virt_tx,28586760754,955787841,117815170,837972671,58938,58938,3.34,0.41,2.93
net_virt_rx,28586760754,2213229604,1173565573,1039664031,1261751,1202873,7.74,4.11,3.64
client0,28586760754,5340785014,52863731,5287921283,60178,60156,18.68,0.18,18.5
client0_net_copier,28586760754,2343814295,166871518,2176942777,176727,117831,8.2,0.58,7.62
client1,28586760754,3015156,1066845,1948311,888,879,0.01,0.0,0.01
client1_net_copier,28586760754,10528,4794,5734,3,2,0.0,0.0,0.0
timer_driver,28586760754,10731826,5053800,5678026,3204,2432,0.04,0.02,0.02

TEST 11: 800Mb/s
CORE 0 TOTAL,28070646460,17907396029,2173395052,15734000977,2727355,2324357,63.79,7.74,56.05
uart_driver,28070646460,19770,2013,17757,1,1,0.0,0.0,0.0
serial_virt_tx,28070646460,10745,3233,7512,2,2,0.0,0.0,0.0
ethernet_driver,28070646460,5788819716,858719755,4930099961,1155383,980921,20.62,3.06,17.56
net_virt_tx,28070646460,1019385070,118087364,901297706,58209,58208,3.63,0.42,3.21
net_virt_rx,28070646460,2086020720,970014982,1116005738,1028699,970534,7.43,3.46,3.98
client0,28070646460,5970997580,51399752,5919597828,59335,59228,21.27,0.18,21.09
client0_net_copier,28070646460,3029842317,170106018,2859736299,174683,116390,10.79,0.61,10.19
client1,28070646460,2867856,915559,1952297,858,858,0.01,0.0,0.01
client1_net_copier,28070646460,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28070646460,9432255,4146376,5285879,3344,2439,0.03,0.01,0.02

TEST 12: 900Mb/s
CORE 0 TOTAL,27933889956,18832360714,1994152248,16838208466,2482118,2078843,67.42,7.14,60.28
uart_driver,27933889956,20325,1932,18393,1,1,0.0,0.0,0.0
serial_virt_tx,27933889956,11332,3511,7821,2,2,0.0,0.0,0.0
ethernet_driver,27933889956,5768598323,772328621,4996269702,1032944,858047,20.65,2.76,17.89
net_virt_tx,27933889956,1053136351,119648016,933488335,58370,58370,3.77,0.43,3.34
net_virt_rx,27933889956,2017675970,872094736,1145581234,914502,856195,7.22,3.12,4.1
client0,27933889956,6240004536,52370698,6187633838,59809,59793,22.34,0.19,22.15
client0_net_copier,27933889956,3741360691,172657568,3568703123,175198,116815,13.39,0.62,12.78
client1,27933889956,2903535,975454,1928081,850,850,0.01,0.0,0.01
client1_net_copier,27933889956,0,0,0,0,0,0.0,0.0,0.0
timer_driver,27933889956,8649651,4071712,4577939,2686,1960,0.03,0.01,0.02

TEST 13: 1000Mb/s
CORE 0 TOTAL,28363389332,18560290878,2082591307,16477699571,2572391,2160144,65.44,7.34,58.09
uart_driver,28363389332,19766,2002,17764,1,1,0.0,0.0,0.0
serial_virt_tx,28363389332,11533,3788,7745,2,2,0.0,0.0,0.0
ethernet_driver,28363389332,5851893150,802069296,5049823854,1073556,895020,20.63,2.83,17.8
net_virt_tx,28363389332,1030025707,120305397,909720310,59555,59555,3.63,0.42,3.21
net_virt_rx,28363389332,2053253459,927917666,1125335793,977857,918330,7.24,3.27,3.97
client0,28363389332,6007528421,52824788,5954703633,60722,60505,21.18,0.19,20.99
client0_net_copier,28363389332,3605547367,174466849,3431080518,178878,119060,12.71,0.62,12.1
client1,28363389332,2904905,931539,1973366,849,849,0.01,0.0,0.01
client1_net_copier,28363389332,10710,4615,6095,3,2,0.0,0.0,0.0
timer_driver,28363389332,9095860,4065367,5030493,3248,2394,0.03,0.01,0.02

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
34952790,30752689,10132722,27713915,1132391492,23544217,
36275369,32054618,10403277,28809217,3662619333,24343747,
45792664,39977447,13027556,35856915,445339270,28060595,
43810941,42020098,12761773,35453271,2473474604,35925435,
33829042,41658389,15260554,37258952,2691467286,40655393,
16744583,35984120,14132150,31686803,3744672397,35561889,
15510773,41038878,11977093,28427282,2484872283,37495135,
14444075,46531416,10513933,26632414,1693928474,39956119,
13655673,52787883,9175279,27161793,1228163893,42551573,
12958581,56924209,8044322,26277365,1013212230,45498952,
12371061,62439937,6800005,25202988,442859648,48586997,
12225816,66817529,6231960,25240625,4237932031,50228017,
12611606,65025771,6467635,26235836,265341559,49763922,
