Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
client0_net_copier,165614165188,1221855764,450169534,771686230,681357,452261,0.74,0.27,0.47
client1,165614165188,13747511,4330437,9417074,4981,4979,0.01,0.0,0.01
client1_net_copier,165614165188,14471,5174,9297,6,4,0.0,0.0,0.0
timer_driver,165614165188,40456371,18551110,21905261,16754,13561,0.02,0.01,0.01

TEST 3: 50Mb/s
CORE 0 TOTAL,81038130543,10154066197,3510490838,6643575359,4608944,4036533,12.53,4.33,8.2
uart_driver,81038130543,20115,1912,18203,1,1,0.0,0.0,0.0
serial_virt_tx,81038130543,10793,3566,7227,2,2,0.0,0.0,0.0
ethernet_driver,81038130543,4100723324,1358830348,2741892976,1417553,1416764,5.06,1.68,3.38
net_virt_tx,81038130543,892822287,379864229,512958058,285180,285180,1.1,0.47,0.63
net_virt_rx,81038130543,1696958834,928416786,768542048,1146718,861788,2.09,1.15,0.95
client0,81038130543,1884099142,248584012,1635515130,287877,287794,2.32,0.31,2.02
client0_net_copier,81038130543,1548939479,581367490,967571989,868475,583455,1.91,0.72,1.19
client1,81038130543,7662621,2564337,5098284,2477,2477,0.01,0.0,0.01
client1_net_copier,81038130543,15957,8343,7614,7,5,0.0,0.0,0.0
timer_driver,81038130543,22813645,10849815,11963830,8255,6682,0.03,0.01,0.01

TEST 4: 100Mb/s
CORE 0 TOTAL,52691024397,11033171336,3552061783,7481109553,4823816,4166984,20.94,6.74,14.2
uart_driver,52691024397,20143,2167,17976,1,1,0.0,0.0,0.0
serial_virt_tx,52691024397,10773,4042,6731,2,2,0.0,0.0,0.0
ethernet_driver,52691024397,4527190476,1438323828,3088866648,1516581,1509780,8.59,2.73,5.86
net_virt_tx,52691024397,941368999,377509183,563859816,278142,278142,1.79,0.72,1.07
net_virt_rx,52691024397,1716760343,908301987,808458356,1120668,842339,3.26,1.72,1.53
client0,52691024397,2191777191,247223964,1944553227,282482,282324,4.16,0.47,3.69
client0_net_copier,52691024397,1635269015,571806186,1063462829,847383,568924,3.1,1.09,2.02
client1,52691024397,5026073,1442000,3584073,1616,1607,0.01,0.0,0.01
client1_net_copier,52691024397,0,0,0,0,0,0.0,0.0,0.0
timer_driver,52691024397,15748323,7448426,8299897,5701,4491,0.03,0.01,0.02

TEST 5: 200Mb/s
CORE 0 TOTAL,38668730483,14110698770,4855910204,9254788566,6369177,5575803,36.49,12.56,23.93
uart_driver,38668730483,19678,2678,17000,1,1,0.0,0.0,0.0
serial_virt_tx,38668730483,11985,5323,6662,2,2,0.0,0.0,0.0
ethernet_driver,38668730483,6234469959,2015752025,4218717934,2608793,2379596,16.12,5.21,10.91
net_virt_tx,38668730483,761457726,227867435,533590291,160231,160156,1.97,0.59,1.38
net_virt_rx,38668730483,2958271459,1989891817,968379642,2279293,2064657,7.65,5.15,2.5
client0,38668730483,2585709224,192435096,2393274128,201856,201136,6.69,0.5,6.19
client0_net_copier,38668730483,1554908644,423102138,1131806506,598730,388793,4.02,1.09,2.93
client1,38668730483,3726536,1164495,2562041,1180,1171,0.01,0.0,0.01
client1_net_copier,38668730483,18016,6853,11163,6,4,0.0,0.0,0.0
timer_driver,38668730483,12105543,5682344,6423199,4544,3414,0.03,0.01,0.02

TEST 6: 300Mb/s
CORE 0 TOTAL,33945339612,14797345012,4933143558,9864201454,6344478,5872482,43.59,14.53,29.06
uart_driver,33945339612,20035,2572,17463,1,1,0.0,0.0,0.0
serial_virt_tx,33945339612,10293,3963,6330,2,2,0.0,0.0,0.0
ethernet_driver,33945339612,6595157741,2094206350,4500951391,2925803,2723822,19.43,6.17,13.26
net_virt_tx,33945339612,654505588,113600638,540904950,67352,67352,1.93,0.33,1.59
net_virt_rx,33945339612,3416705591,2485316950,931388641,2790760,2723419,10.07,7.32,2.74
client0,33945339612,2826134704,54761698,2771373006,68635,68357,8.33,0.16,8.16
client0_net_copier,33945339612,1289458073,178997906,1110460167,202069,134449,3.8,0.53,3.27
client1,33945339612,3240315,959531,2280784,1009,1009,0.01,0.0,0.01
client1_net_copier,33945339612,0,0,0,0,0,0.0,0.0,0.0
timer_driver,33945339612,12112672,5293950,6818722,4750,3347,0.04,0.02,0.02

TEST 7: 400Mb/s
CORE 0 TOTAL,31528141953,15045283811,4275623241,10769660570,5471818,5034077,47.72,13.56,34.16
uart_driver,31528141953,19414,2392,17022,1,1,0.0,0.0,0.0
serial_virt_tx,31528141953,11268,4767,6501,2,2,0.0,0.0,0.0
ethernet_driver,31528141953,6241318063,1799840860,4441477203,2508017,2319524,19.8,5.71,14.09
net_virt_tx,31528141953,733510672,111373909,622136763,62859,62859,2.33,0.35,1.97
net_virt_rx,31528141953,3086483013,2134872910,951610103,2385218,2322366,9.79,6.77,3.02
client0,31528141953,3436583793,53149721,3383434072,64029,63773,10.9,0.17,10.73
client0_net_copier,31528141953,1533101649,170720043,1362381606,188615,125505,4.86,0.54,4.32
client1,31528141953,3072759,961126,2111633,956,956,0.01,0.0,0.01
client1_net_copier,31528141953,0,0,0,0,0,0.0,0.0,0.0
timer_driver,31528141953,11183180,4697513,6485667,4636,3329,0.04,0.01,0.02

TEST 8: 500Mb/s
CORE 0 TOTAL,30099021307,15457718724,3726980567,11730738157,4748336,4327118,51.36,12.38,38.97
uart_driver,30099021307,19411,2520,16891,1,1,0.0,0.0,0.0
serial_virt_tx,30099021307,11450,4967,6483,2,2,0.0,0.0,0.0
ethernet_driver,30099021307,5940541216,1551260821,4389280395,2155043,1973039,19.74,5.15,14.58
net_virt_tx,30099021307,814053736,112646089,701407647,60719,60719,2.7,0.37,2.33
net_virt_rx,30099021307,2830184433,1837451788,992732645,2036832,1976164,9.4,6.1,3.3
client0,30099021307,4068542589,52013206,4016529383,61848,61755,13.52,0.17,13.34
client0_net_copier,30099021307,1789727142,167512295,1622214847,182084,121325,5.95,0.56,5.39
client1,30099021307,3104106,1041931,2062175,1043,1040,0.01,0.0,0.01
client1_net_copier,30099021307,0,0,0,0,0,0.0,0.0,0.0
timer_driver,30099021307,11534641,5046950,6487691,4131,2968,0.04,0.02,0.02

TEST 9: 600Mb/s
CORE 0 TOTAL,29137416038,16198904213,3336552009,12862352204,4227413,3816466,55.59,11.45,44.14
uart_driver,29137416038,21023,2917,18106,2,2,0.0,0.0,0.0
serial_virt_tx,29137416038,11029,3597,7432,2,2,0.0,0.0,0.0
ethernet_driver,29137416038,5852788445,1371390090,4481398355,1900522,1723531,20.09,4.71,15.38
net_virt_tx,29137416038,884466977,113775400,770691577,59041,59041,3.04,0.39,2.65
net_virt_rx,29137416038,2667475511,1626996931,1040478580,1786805,1727796,9.15,5.58,3.57
client0,29137416038,4720099651,50439925,4669659726,60265,60057,16.2,0.17,16.03
client0_net_copier,29137416038,2060669833,168412475,1892257358,177104,117918,7.07,0.58,6.49
client1,29137416038,2877422,870104,2007318,826,826,0.01,0.0,0.01
client1_net_copier,29137416038,21249,9751,11498,6,4,0.0,0.0,0.0
timer_driver,29137416038,10473073,4650819,5822254,3789,2693,0.04,0.02,0.02

TEST 10: 700Mb/s
CORE 0 TOTAL,28579052512,16869724859,2980357124,13889367735,3772902,3368726,59.03,10.43,48.6
uart_driver,28579052512,19548,2478,17070,1,1,0.0,0.0,0.0
serial_virt_tx,28579052512,11081,4362,6719,2,2,0.0,0.0,0.0
ethernet_driver,28579052512,5728132840,1213614657,4514518183,1676948,1502324,20.04,4.25,15.8
net_virt_tx,28579052512,951026242,115848096,835178146,58257,58257,3.33,0.41,2.92
net_virt_rx,28579052512,2511201098,1428985174,1082215924,1549761,1491553,8.79,5.0,3.79
client0,28579052512,5332150092,51257993,5280892099,59399,59316,18.66,0.18,18.48
client0_net_copier,28579052512,2335319405,165508735,2169810670,174722,116442,8.17,0.58,7.59
client1,28579052512,2976632,1027997,1948635,859,842,0.01,0.0,0.01
client1_net_copier,28579052512,10550,4513,6037,3,2,0.0,0.0,0.0
timer_driver,28579052512,8877371,4103119,4774252,3005,2274,0.03,0.01,0.02

TEST 11: 800Mb/s
CORE 0 TOTAL,28070289689,18222011953,2627002622,15595009331,3309728,2910625,64.92,9.36,55.56
uart_driver,28070289689,19661,1907,17754,1,1,0.0,0.0,0.0
serial_virt_tx,28070289689,10671,3778,6893,2,2,0.0,0.0,0.0
ethernet_driver,28070289689,5690284593,1054879114,4635405479,1448521,1275805,20.27,3.76,16.51
net_virt_tx,28070289689,1016559208,116300678,900258530,57701,57701,3.62,0.41,3.21
net_virt_rx,28070289689,2397203388,1231836045,1165367343,1323097,1265525,8.54,4.39,4.15
client0,28070289689,5965252956,51444153,5913808803,59082,59079,21.25,0.18,21.07
client0_net_copier,28070289689,3141198127,167428970,2973769157,172911,115306,11.19,0.6,10.59
client1,28070289689,2847022,985463,1861559,876,876,0.01,0.0,0.01
client1_net_copier,28070289689,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28070289689,8636327,4122514,4513813,2650,2021,0.03,0.01,0.02

TEST 12: 900Mb/s
CORE 0 TOTAL,27928672574,19093585034,2501196153,16592388881,3136636,2738015,68.37,8.96,59.41
uart_driver,27928672574,19158,1995,17163,1,1,0.0,0.0,0.0
serial_virt_tx,27928672574,11119,3472,7647,2,2,0.0,0.0,0.0
ethernet_driver,27928672574,5709546839,996184068,4713362771,1362586,1190236,20.44,3.57,16.88
net_virt_tx,27928672574,1043510201,117458912,926051289,57504,57504,3.74,0.42,3.32
net_virt_rx,27928672574,2357908627,1160321334,1197587293,1242921,1185458,8.44,4.15,4.29
client0,27928672574,6232468794,50568562,6181900232,58770,58656,22.32,0.18,22.13
client0_net_copier,27928672574,3736750532,170877634,3565872898,172748,115067,13.38,0.61,12.77
client1,27928672574,2941436,1013777,1927659,911,903,0.01,0.0,0.01
client1_net_copier,27928672574,0,0,0,0,0,0.0,0.0,0.0
timer_driver,27928672574,10428328,4766399,5661929,3531,2554,0.04,0.02,0.02

TEST 13: 1000Mb/s
CORE 0 TOTAL,28182330436,18772780148,2545369288,16227410860,3188918,2785419,66.61,9.03,57.58
uart_driver,28182330436,19006,1860,17146,1,1,0.0,0.0,0.0
serial_virt_tx,28182330436,10975,3460,7515,2,2,0.0,0.0,0.0
ethernet_driver,28182330436,5750054868,1012910057,4737144811,1386245,1211987,20.4,3.59,16.81
net_virt_tx,28182330436,1018042873,117597666,900445207,58136,58136,3.61,0.42,3.2
net_virt_rx,28182330436,2355989189,1186253035,1169736154,1272622,1214520,8.36,4.21,4.15
client0,28182330436,6031380716,51576662,5979804054,59380,59260,21.4,0.18,21.22
client0_net_copier,28182330436,3603305658,171028878,3432276780,174570,116289,12.79,0.61,12.18
client1,28182330436,2873409,944815,1928594,833,817,0.01,0.0,0.01
client1_net_copier,28182330436,0,0,0,0,0,0.0,0.0,0.0
timer_driver,28182330436,11103454,5052855,6050599,3774,2717,0.04,0.02,0.02

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
33339740,30855013,9844282,27754985,1259347843,21119497,
33089225,31310832,9933608,28124025,3753237882,21892907,
42809946,40060662,12630037,35775352,639368369,25412071,
43003831,43275089,13102099,36725546,2448979487,32540286,
31363021,41536165,15618463,38065964,2725133461,38802353,
15383415,35846240,14605711,32685637,3723519349,33409048,
14190529,41311247,12944200,30501700,2336601998,35222029,
13427811,46862637,11427319,28431094,1627932279,37335164,
12856788,52690010,10344793,29183765,1094428419,39972194,
12207510,56845982,9211416,28570737,906936315,42786552,
11879525,63029262,8240351,27944700,252497460,45723384,
11847883,67134316,7719416,28052164,4092121168,47361738,
12107846,65688693,7904627,28915347,4290860529,46599338,
